,Year,Flights Flown,Month,Price,KM
2634,2013,49,12,883.7194656,888
2635,2014,48,12,887.1707317,888
2636,2015,57,12,418.1512915,888
2637,2016,71,12,429.8745455,888
2638,2017,59,12,721.3398751,888
2639,2018,62,12,705.0175285,888
2640,2019,62,12,881.2977625,888
2641,2020,105,12,370.0426621,888
2642,2021,105,12,265.2794641,888
2643,2022,65,12,782.9266055,888
2644,2023,74,12,560.2167524,888
2645,2010,55,2,232.1869748,888
2646,2011,47,2,224.8646999,888
2647,2012,45,2,411.7177177,888
2648,2013,44,2,243.1855469,888
2649,2014,43,2,302.629981,888
2650,2015,42,2,437.5149813,888
2651,2016,52,2,380.1349353,888
2652,2017,64,2,334.240724,888
2653,2018,51,2,944.2628774,888
2654,2019,55,2,367.8352323,888
2655,2020,58,2,395.9433962,888
2656,2021,57,2,491.2637744,888
2657,2022,49,2,223.5690073,888
2658,2023,44,2,476.8838612,888
2659,2010,61,1,176.3445378,888
2660,2011,62,1,145.1658189,888
2661,2012,58,1,389.3113113,888
2662,2013,48,1,267.7773438,888
2663,2014,45,1,236.2637571,888
2664,2015,49,1,366.7790262,888
2665,2016,59,1,574.0813309,888
2666,2017,70,1,334.240724,888
2667,2018,58,1,397.596794,888
2668,2019,58,1,380.0964067,888
2669,2020,62,1,347.9622556,888
2670,2021,109,1,367.8456319,888
2671,2022,77,1,259.7126634,888
2672,2023,62,1,489.5444947,888
2673,2024,69,1,390.2527312,888
2674,2010,62,7,214.561658,888
2675,2011,60,7,235.503006,888
2676,2012,47,7,349.0628684,888
2677,2013,48,7,239.4442308,888
2678,2014,47,7,407.6033835,888
2679,2015,45,7,544.0555556,888
2680,2016,63,7,375.9652651,888
2681,2017,67,7,821.3159785,888
2682,2018,56,7,319.8594714,888
2683,2019,55,7,393.9991334,888
2684,2021,66,7,367.0008271,888
2685,2022,68,7,444.5420561,888
2686,2023,60,7,374.3178049,888
2687,2010,52,6,259.9394572,888
2688,2011,46,6,208.7217742,888
2689,2012,48,6,264.750996,888
2690,2013,48,6,304.8404669,888
2691,2014,46,6,261.5694051,888
2692,2015,47,6,439.8716279,888
2693,2016,58,6,340.0883978,888
2694,2017,67,6,308.3613369,888
2695,2018,52,6,488.461469,888
2696,2019,60,6,396.0583624,888
2697,2021,67,6,386.2558923,888
2698,2022,65,6,609.0808882,888
2699,2023,54,6,442.6155572,888
2700,2010,57,3,202.7962185,888
2701,2011,52,3,224.8646999,888
2702,2012,50,3,383.7097097,888
2703,2013,51,3,571.0761719,888
2704,2014,48,3,403.5066414,888
2705,2015,49,3,730.9382022,888
2706,2016,56,3,400.8225508,888
2707,2017,56,3,430.4615385,888
2708,2018,56,3,682.1429574,888
2709,2019,61,3,484.3163891,888
2710,2020,48,3,897.4716981,888
2711,2021,78,3,493.625106,888
2712,2022,69,3,607.4753834,888
2713,2023,55,3,616.1508296,888
2714,2010,54,5,230.7327766,888
2715,2011,49,5,180.516129,888
2716,2012,45,5,236.8824701,888
2717,2013,48,5,201.4124514,888
2718,2014,48,5,171.7374882,888
2719,2015,50,5,403.4325581,888
2720,2016,63,5,347.8176796,888
2721,2017,64,5,315.9439928,888
2722,2018,61,5,334.2867168,888
2723,2019,58,5,528.8902439,888
2724,2021,68,5,369.7693603,888
2725,2022,74,5,419.3560745,888
2726,2023,53,5,332.7464473,888
2727,2010,60,11,228.1135191,888
2728,2011,60,11,319.6112224,888
2729,2012,48,11,319.5754902,888
2730,2013,48,11,359.0944656,888
2731,2014,33,11,443.5853659,888
2732,2015,56,11,482.6808118,888
2733,2016,68,11,399.3509091,888
2734,2017,66,11,463.0053524,888
2735,2018,51,11,429.1411043,888
2736,2019,60,11,533.3537005,888
2737,2020,72,11,429.7269625,888
2738,2021,93,11,316.0263726,888
2739,2022,54,11,969.0321101,888
2740,2023,60,11,504.7090375,888
2741,2010,62,10,415.8018576,888
2742,2011,61,10,459.7915832,888
2743,2012,48,10,447.1313725,888
2744,2013,47,10,327.0562977,888
2745,2014,43,10,417.1014822,888
2746,2015,58,10,513.6549815,888
2747,2016,63,10,699.5,888
2748,2017,61,10,353.1944603,888
2749,2018,53,10,544.3961437,888
2750,2019,61,10,522.5180723,888
2751,2020,80,10,724.5674061,888
2752,2021,93,10,346.0016488,888
2753,2022,64,10,931.5970948,888
2754,2023,63,10,382.3864805,888
2755,2010,58,9,519.0072539,888
2756,2011,60,9,501.8456914,888
2757,2012,48,9,588.1846758,888
2758,2013,48,9,648.3826923,888
2759,2014,47,9,525.9398496,888
2760,2015,55,9,606.2333333,888
2761,2016,60,9,427.1170018,888
2762,2017,62,9,654.2899461,888
2763,2018,52,9,659.4405286,888
2764,2019,62,9,509.1681109,888
2765,2020,76,9,594.7555938,888
2766,2021,73,9,395.0392648,888
2767,2022,58,9,614.5031231,888
2768,2023,60,9,490.1152993,888
2769,2016,59,4,551.3554328,1791
2770,2017,61,4,422.1011743,1791
2771,2018,63,4,356.559292,1791
2772,2019,69,4,472.8327526,1791
2773,2021,82,4,385.0782828,1791
2774,2022,120,4,175.2910389,1791
2775,2023,104,4,290.8915482,1791
2776,2015,61,8,427.4722222,1791
2777,2016,58,8,332.4862888,1791
2778,2017,53,8,416.9371634,1791
2779,2018,63,8,462.2246696,1791
2780,2019,63,8,377.0268631,1791
2781,2020,18,8,333.4965577,1791
2782,2021,50,8,385.6892231,1791
2783,2022,70,8,453.258567,1791
2784,2023,82,8,348.4575018,1791
2785,2015,63,12,480.099631,1791
2786,2016,67,12,436.2336364,1791
2787,2017,78,12,652.7002676,1791
2788,2018,88,12,642.485539,1791
2789,2019,83,12,759.6979346,1791
2790,2020,108,12,424.9522184,1791
2791,2021,168,12,182.227535,1791
2792,2022,119,12,873.8402141,1791
2793,2023,118,12,523.2116091,1791
2794,2016,58,2,374.9630314,1791
2795,2017,56,2,441.8561086,1791
2796,2018,56,2,402.5541741,1791
2797,2019,67,2,364.1568799,1791
2798,2020,65,2,365.9476844,1791
2799,2021,76,2,352.4198473,1791
2800,2022,75,2,291.3171913,1791
2801,2023,94,2,474.7737557,1791
2802,2016,66,1,387.8927911,1791
2803,2017,65,1,430.4615385,1791
2804,2018,83,1,422.4333925,1791
2805,2019,89,1,409.5232252,1791
2806,2020,85,1,371.9468268,1791
2807,2021,111,1,350.0466497,1791
2808,2022,127,1,178.4035513,1791
2809,2023,118,1,448.3974359,1791
2810,2024,130,1,317.9082302,1791
2811,2015,62,7,375.6574074,1791
2812,2016,60,7,345.274223,1791
2813,2017,57,7,482.2405745,1791
2814,2018,63,7,553.4370044,1791
2815,2019,66,7,441.2790295,1791
2816,2021,72,7,347.1203008,1791
2817,2022,86,7,390.0638629,1791
2818,2023,88,7,426.007391,1791
2819,2016,53,6,347.8176796,1791
2820,2017,51,6,460.0144535,1791
2821,2018,50,6,555.8858407,1791
2822,2019,57,6,447.2412892,1791
2823,2021,74,6,642.9747475,1791
2824,2022,88,6,381.6463125,1791
2825,2023,92,6,353.6738968,1791
2826,2016,62,3,387.8927911,1791
2827,2017,61,3,617.838914,1791
2828,2018,61,3,656.0142096,1791
2829,2019,71,3,393.5836985,1791
2830,2020,54,3,518.3259005,1791
2831,2021,84,3,423.6157761,1791
2832,2022,91,3,456.1711057,1791
2833,2023,102,3,549.6825038,1791
2834,2016,53,5,474.0626151,1791
2835,2017,52,5,371.5501355,1791
2836,2018,49,5,413.5097345,1791
2837,2019,54,5,231.5418118,1791
2838,2021,73,5,402.7424242,1791
2839,2022,89,5,286.2347343,1791
2840,2023,82,5,269.9640987,1791
2841,2015,60,11,400.0830258,1791
2842,2016,60,11,432.4181818,1791
2843,2017,60,11,424.3175736,1791
2844,2018,69,11,427.9149869,1791
2845,2019,70,11,483.9913941,1791
2846,2020,37,11,645.7841297,1791
2847,2021,139,11,239.8944765,1791
2848,2022,91,11,519.8119266,1791
2849,2023,88,11,409.1124173,1791
2850,2015,62,10,412.9889299,1791
2851,2016,59,10,412.0690909,1791
2852,2017,60,10,454.2694023,1791
2853,2018,67,10,459.7940403,1791
2854,2019,66,10,400.9182444,1791
2855,2020,26,10,361.6868601,1791
2856,2021,116,10,249.1211871,1791
2857,2022,88,10,457.7767584,1791
2858,2023,88,10,433.7825129,1791
2859,2015,60,9,419.7,1791
2860,2016,58,9,432.2321755,1791
2861,2017,58,9,386.7971275,1791
2862,2018,63,9,478.2484581,1791
2863,2019,63,9,403.6975737,1791
2864,2020,21,9,364.7994836,1791
2865,2021,99,9,184.663325,1791
2866,2022,79,9,606.8870717,1791
2867,2023,84,9,414.6334072,1791
2868,2010,329,4,217.5167537,797
2869,2011,331,4,279.2358871,797
2870,2012,367,4,275.8984064,797
2871,2013,372,4,201.4124514,797
2872,2014,308,4,235.1482531,797
2873,2015,319,4,205.6204651,797
2874,2016,296,4,229.3020258,797
2875,2017,281,4,187.0388437,797
2876,2018,279,4,227.8017699,797
2877,2019,303,4,201.075784,797
2878,2020,66,4,354.6416084,797
2879,2021,221,4,254.3636364,797
2880,2022,248,4,232.9817605,797
2881,2023,267,4,230.2019447,797
2882,2010,331,8,214.561658,797
2883,2011,381,8,235.503006,797
2884,2012,393,8,230.8762279,797
2885,2013,381,8,212.5403846,797
2886,2014,322,8,194.5977444,797
2887,2015,318,8,217.6222222,797
2888,2016,309,8,227.6252285,797
2889,2017,297,8,243.6319569,797
2890,2018,302,8,235.4264317,797
2891,2019,324,8,263.0701906,797
2892,2020,162,8,260.0550775,797
2893,2021,131,8,224.4010025,797
2894,2022,261,8,215.7336449,797
2895,2023,285,8,193.3577236,797
2896,2010,350,12,170.3632611,797
2897,2011,362,12,235.503006,797
2898,2012,366,12,244.1392157,797
2899,2013,352,12,266.9847328,797
2900,2014,317,12,220.4803002,797
2901,2015,297,12,263.2804428,797
2902,2016,287,12,264.5381818,797
2903,2017,267,12,247.102587,797
2904,2018,287,12,284.4592463,797
2905,2019,304,12,310.6213425,797
2906,2020,221,12,236.3498294,797
2907,2021,245,12,204.1409728,797
2908,2022,285,12,340.1345489,797
2909,2023,313,12,307.3482733,797
2910,2010,258,2,261.5777311,797
2911,2011,304,2,253.328586,797
2912,2012,342,2,221.2632633,797
2913,2013,336,2,215.8613281,797
2914,2014,292,2,196.4440228,797
2915,2015,284,2,193.8689139,797
2916,2016,287,2,204.2902033,797
2917,2017,266,2,220.2950226,797
2918,2018,245,2,216.1865009,797
2919,2019,268,2,221.9272568,797
2920,2020,292,2,211.1698113,797
2921,2021,192,2,214.7743851,797
2922,2022,166,2,187.4366425,797
2923,2023,262,2,193.0746606,797
2924,2010,307,1,158.710084,797
2925,2011,349,1,182.1688708,797
2926,2012,361,1,137.2392392,797
2927,2013,377,1,243.1855469,797
2928,2014,313,1,212.3719165,797
2929,2015,308,1,206.9681648,797
2930,2016,294,1,204.2902033,797
2931,2017,282,1,212.6986425,797
2932,2018,270,1,260.9147425,797
2933,2019,300,1,252.5801928,797
2934,2020,297,1,251.9639794,797
2935,2021,208,1,196.9754029,797
2936,2022,202,1,155.8208232,797
2937,2023,278,1,242.6621418,797
2938,2024,303,1,165.0677349,797
2939,2010,377,7,185.5668394,797
2940,2011,378,7,235.503006,797
2941,2012,377,7,233.6247544,797
2942,2013,386,7,153.3519231,797
2943,2014,319,7,207.7462406,797
2944,2015,326,7,217.6222222,797
2945,2016,299,7,227.6252285,797
2946,2017,285,7,210.9802513,797
2947,2018,316,7,265.0088106,797
2948,2019,332,7,218.2149047,797
2949,2020,119,7,310.6213425,797
2950,2021,229,7,243.101086,797
2951,2022,248,7,186.3154206,797
2952,2023,274,7,176.8137472,797
2953,2010,336,6,216.1294363,797
2954,2011,333,6,251.0302419,797
2955,2012,366,6,250.8167331,797
2956,2013,354,6,228.6303502,797
2957,2014,301,6,221.9376771,797
2958,2015,308,6,192.6065116,797
2959,2016,297,6,229.3020258,797
2960,2017,282,6,224.9521229,797
2961,2018,279,6,248.8486726,797
2962,2019,304,6,227.8858885,797
2963,2020,71,6,396.2202797,797
2964,2021,231,6,254.3636364,797
2965,2022,263,6,230.7628866,797
2966,2023,265,6,210.3208676,797
2967,2010,289,3,211.6134454,797
2968,2011,340,3,224.8646999,797
2969,2012,375,3,221.2632633,797
2970,2013,366,3,188.5371094,797
2971,2014,339,3,209.7172676,797
2972,2015,330,3,206.9681648,797
2973,2016,300,3,230.1497227,797
2974,2017,258,3,220.2950226,797
2975,2018,280,3,365.2806394,797
2976,2019,289,3,176.5609115,797
2977,2020,265,3,351.5497427,797
2978,2021,241,3,218.3341815,797
2979,2022,243,3,198.7280065,797
2980,2023,294,3,215.2307692,797
2981,2010,345,5,246.7234342,797
2982,2011,341,5,256.671371,797
2983,2012,387,5,206.2270916,797
2984,2013,374,5,160.5856031,797
2985,2014,308,5,163.8111426,797
2986,2015,324,5,205.6204651,797
2987,2016,307,5,216.4198895,797
2988,2017,287,5,212.3143631,797
2989,2018,292,5,240.1823009,797
2990,2019,318,5,157.2047038,797
2991,2020,37,5,429.2386364,797
2992,2021,222,5,254.3636364,797
2993,2022,278,5,197.479778,797
2994,2023,278,5,239.6192969,797
2995,2010,367,11,242.5510836,797
2996,2011,358,11,291.5751503,797
2997,2012,362,11,244.1392157,797
2998,2013,342,11,213.5877863,797
2999,2014,311,11,241.478424,797
3000,2015,305,11,216.8191882,797
3001,2016,290,11,188.2290909,797
3002,2017,273,11,209.6628011,797
3003,2018,279,11,239.092901,797
3004,2019,302,11,281.7263339,797
3005,2020,182,11,270.9667235,797
3006,2021,241,11,175.3075021,797
3007,2022,273,11,272.7408257,797
3008,2023,329,11,243.6171932,797
3009,2010,373,10,184.8008256,797
3010,2011,376,10,277.5571142,797
3011,2012,398,10,244.1392157,797
3012,2013,390,10,213.5877863,797
3013,2014,333,10,223.1050657,797
3014,2015,312,10,229.7250923,797
3015,2016,307,10,200.9472727,797
3016,2017,294,10,197.1828724,797
3017,2018,297,10,288.1375986,797
3018,2019,322,10,199.8571429,797
3019,2020,176,10,190.9897611,797
3020,2021,228,10,236.43446,797
3021,2022,267,10,259.9059633,797
3022,2023,293,10,249.7847171,797
3023,2010,345,9,214.561658,797
3024,2011,368,9,263.5390782,797
3025,2012,373,9,175.9056974,797
3026,2013,373,9,215.2307692,797
3027,2014,313,9,249.8214286,797
3028,2015,304,9,243.5296296,797
3029,2016,304,9,291.5648995,797
3030,2017,291,9,210.9802513,797
3031,2018,286,9,247.7524229,797
3032,2019,314,9,290.9532062,797
3033,2020,164,9,199.8571429,797
3034,2021,220,9,227.9072682,797
3035,2022,254,9,289.8239875,797
3036,2023,270,9,308.1315595,797
3037,2010,843,4,230.7327766,1381
3038,2011,900,4,281.9154234,1381
3039,2012,949,4,194.9403386,1381
3040,2013,919,4,163.1713035,1381
3041,2014,993,4,204.6318225,1381
3042,2015,1053,4,169.1813953,1381
3043,2016,1034,4,218.9963168,1381
3044,2017,1018,4,212.3143631,1381
3045,2018,1033,4,209.1071681,1381
3046,2019,1044,4,303.3197735,1381
3047,2020,63,4,451.2508741,1381
3048,2021,580,4,204.9040404,1381
3049,2022,944,4,175.2910389,1381
3050,2023,972,4,213.459985,1381
3051,2010,854,8,169.7501658,1381
3052,2011,879,8,333.6292585,1381
3053,2012,976,8,219.7446955,1381
3054,2013,981,8,194.9183654,1381
3055,2014,1015,8,181.4492481,1381
3056,2015,1060,8,204.6685185,1381
3057,2016,1036,8,202.0493601,1381
3058,2017,1041,8,163.2585278,1381
3059,2018,993,8,220.5119824,1381
3060,2019,1015,8,227.7921144,1381
3061,2020,27,8,238.383821,1381
3062,2021,58,8,253.619883,1381
3063,2022,803,8,313.7943925,1381
3064,2023,962,8,266.7716186,1381
3065,2010,947,12,213.5315789,1381
3066,2011,966,12,224.1483968,1381
3067,2012,968,12,425.0491176,1381
3068,2013,1026,12,317.7118321,1381
3069,2014,1081,12,262.4765478,1381
3070,2015,1098,12,185.8450185,1381
3071,2016,1080,12,239.1018182,1381
3072,2017,1057,12,222.1427297,1381
3073,2018,1052,12,294.1455741,1381
3074,2019,1044,12,328.6807229,1381
3075,2020,470,12,297.2278157,1381
3076,2021,485,12,149.9340478,1381
3077,2022,868,12,382.9174235,1381
3078,2023,908,12,351.5488611,1381
3079,2010,671,2,349.75,1381
3080,2011,767,2,196.2584944,1381
3081,2012,886,2,209.92002,1381
3082,2013,861,2,245.7813477,1381
3083,2014,863,2,175.0740987,1381
3084,2015,927,2,209.588015,1381
3085,2016,971,2,204.2902033,1381
3086,2017,907,2,200.038009,1381
3087,2018,945,2,258.4298401,1381
3088,2019,926,2,230.3874671,1381
3089,2020,890,2,237.5660377,1381
3090,2021,251,2,242.0661578,1381
3091,2022,560,2,178.4035513,1381
3092,2023,835,2,244.7722474,1381
3093,2010,757,1,320.3592437,1381
3094,2011,897,1,129.2260427,1381
3095,2012,944,1,221.2632633,1381
3096,2013,962,1,244.5517578,1381
3097,2014,1000,1,173.8927799,1381
3098,2015,1049,1,196.488764,1381
3099,2016,1069,1,204.2902033,1381
3100,2017,1062,1,225.359276,1381
3101,2018,1035,1,221.1563055,1381
3102,2019,1047,1,218.1262927,1381
3103,2020,1018,1,244.7650086,1381
3104,2021,440,1,257.4919423,1381
3105,2022,668,1,146.787732,1381
3106,2023,931,1,303.8552036,1381
3107,2024,957,1,249.6394756,1381
3108,2010,842,7,141.9296373,1381
3109,2011,854,7,305.5931864,1381
3110,2012,989,7,219.7446955,1381
3111,2013,1006,7,201.6443269,1381
3112,2014,1035,7,181.4492481,1381
3113,2015,1112,7,220.212963,1381
3114,2016,1091,7,202.0493601,1381
3115,2017,1064,7,236.0969479,1381
3116,2018,1068,7,234.0705727,1381
3117,2019,1090,7,253.2505199,1381
3118,2020,49,7,276.9104991,1381
3119,2021,289,7,222.0634921,1381
3120,2022,797,7,215.7336449,1381
3121,2023,940,7,225.4116778,1381
3122,2010,826,6,169.3987474,1381
3123,2011,802,6,225.5041331,1381
3124,2012,842,6,278.5459163,1381
3125,2013,924,6,231.2160506,1381
3126,2014,956,6,176.8896128,1381
3127,2015,1036,6,213.4288372,1381
3128,2016,982,6,203.5377532,1381
3129,2017,976,6,224.9521229,1381
3130,2018,963,6,258.629292,1381
3131,2019,958,6,228.9826655,1381
3132,2020,119,6,423.1241259,1381
3133,2021,282,6,255.5412458,1381
3134,2022,808,6,251.8421887,1381
3135,2023,946,6,296.1234106,1381
3136,2010,750,3,335.0546218,1381
3137,2011,882,3,167.7946083,1381
3138,2012,973,3,279.94004,1381
3139,2013,957,3,338.8203125,1381
3140,2014,985,3,222.8577799,1381
3141,2015,1069,3,214.8277154,1381
3142,2016,1065,3,191.3604436,1381
3143,2017,1039,3,351.9656109,1381
3144,2018,1055,3,255.8206927,1381
3145,2019,1031,3,213.221823,1381
3146,2020,688,3,381.5454545,1381
3147,2021,481,3,277.6641221,1381
3148,2022,788,3,392.9394673,1381
3149,2023,957,3,420.9660633,1381
3150,2010,850,5,169.3987474,1381
3151,2011,885,5,197.2984879,1381
3152,2012,890,5,167.0718127,1381
3153,2013,953,5,231.2160506,1381
3154,2014,1009,5,180.8527856,1381
3155,2015,1022,5,195.2093023,1381
3156,2016,987,5,211.267035,1381
3157,2017,977,5,224.9521229,1381
3158,2018,982,5,209.1071681,1381
3159,2019,971,5,207.0471254,1381
3160,2020,71,5,276.3758741,1381
3161,2021,667,5,342.6843434,1381
3162,2022,844,5,252.9516257,1381
3163,2023,992,5,228.1091997,1381
3164,2010,904,11,199.0940144,1381
3165,2011,916,11,252.1844689,1381
3166,2012,963,11,233.0295098,1381
3167,2013,1009,11,226.8035305,1381
3168,2014,1030,11,202.1069418,1381
3169,2015,1049,11,229.7250923,1381
3170,2016,1031,11,221.2963636,1381
3171,2017,1052,11,209.6628011,1381
3172,2018,1022,11,268.3971078,1381
3173,2019,1006,11,291.2376076,1381
3174,2020,48,11,259.0298635,1381
3175,2021,42,11,235.2811212,1381
3176,2022,830,11,422.4808869,1381
3177,2023,920,11,299.1249082,1381
3178,2010,936,10,227.9691434,1381
3179,2011,918,10,196.1123246,1381
3180,2012,1000,10,246.7451961,1381
3181,2013,1029,10,180.0812023,1381
3182,2014,1093,10,233.6041276,1381
3183,2015,1090,10,216.8191882,1381
3184,2016,1081,10,251.82,1381
3185,2017,1085,10,234.6226583,1381
3186,2018,1085,10,317.4418054,1381
3187,2019,1065,10,233.4475904,1381
3188,2020,29,10,284.0972696,1381
3189,2021,40,10,261.8079143,1381
3190,2022,863,10,319.8019878,1381
3191,2023,986,10,267.2593681,1381
3192,2010,863,9,315.8985492,1381
3193,2011,890,9,252.1844689,1381
3194,2012,944,9,281.5865422,1381
3195,2013,965,9,295.8077885,1381
3196,2014,998,9,189.3383459,1381
3197,2015,1080,9,225.3944444,1381
3198,2016,1074,9,363.1773309,1381
3199,2017,1054,9,223.5385996,1381
3200,2018,1007,9,289.660793,1381
3201,2019,1020,9,265.3735702,1381
3202,2020,24,9,273.2986231,1381
3203,2021,39,9,278.1637427,1381
3204,2022,801,9,396.6012461,1381
3205,2023,990,9,256.4316334,1381
3206,2014,223,4,446.5174693,780
3207,2015,186,4,517.9553488,780
3208,2016,156,4,507.5561694,780
3209,2017,126,4,548.4787715,780
3210,2013,235,8,429.1163462,780
3211,2014,201,8,470.7161654,780
3212,2015,174,8,639.912963,780
3213,2016,177,8,549.88117,780
3214,2017,140,8,552.567325,780
3215,2013,192,12,451.2041985,780
3216,2014,180,12,538.0769231,780
3217,2015,161,12,462.0313653,780
3218,2016,129,12,546.8818182,780
3219,2014,212,2,448.6356736,780
3220,2015,176,2,510.8707865,780
3221,2016,161,2,651.6598891,780
3222,2017,131,2,544.4072398,780
3223,2014,201,1,448.6356736,780
3224,2015,183,1,510.8707865,780
3225,2016,150,1,651.6598891,780
3226,2017,139,1,544.4072398,780
3227,2013,238,7,402.2125,780
3228,2014,223,7,470.7161654,780
3229,2015,191,7,639.912963,780
3230,2016,155,7,529.4204753,780
3231,2017,131,7,552.567325,780
3232,2014,215,6,472.9386213,780
3233,2015,188,6,517.9553488,780
3234,2016,164,6,533.320442,780
3235,2017,130,6,548.4787715,780
3236,2014,228,3,448.6356736,780
3237,2015,201,3,510.8707865,780
3238,2016,177,3,462.8853974,780
3239,2017,136,3,659.6190045,780
3240,2014,226,5,409.5278565,780
3241,2015,187,5,517.9553488,780
3242,2016,174,5,474.0626151,780
3243,2017,137,5,643.2619693,780
3244,2013,210,11,440.5248092,780
3245,2014,183,11,496.0806754,780
3246,2015,169,11,637.5516605,780
3247,2016,155,11,546.8818182,780
3248,2013,237,10,440.5248092,780
3249,2014,220,10,495.8575704,780
3250,2015,179,10,539.4667897,780
3251,2016,155,10,546.8818182,780
3252,2013,220,9,443.9134615,780
3253,2014,213,9,497.0131579,780
3254,2015,179,9,541.4648148,780
3255,2016,152,9,549.88117,780
3256,2017,97,9,678.1508079,780
3257,2013,78,4,868.2509728,1573
3258,2014,78,4,908.8876298,1573
3259,2015,65,4,882.3460465,1573
3260,2016,71,4,682.7532228,1573
3261,2017,67,4,921.2926829,1573
3262,2018,70,4,983.1132035,1573
3263,2019,72,4,1038.28223,1573
3264,2020,13,4,970.9842657,1573
3265,2021,63,4,680.6582492,1573
3266,2022,62,4,685.6320381,1573
3267,2023,57,4,688.5026253,1573
3268,2013,79,8,858.2326923,1573
3269,2014,78,8,917.7650376,1573
3270,2015,60,8,932.6666667,1573
3271,2016,77,8,892.5978062,1573
3272,2017,77,8,1010.947038,1573
3273,2018,77,8,948.8917797,1573
3274,2019,74,8,1018.336222,1573
3275,2020,57,8,888.5215146,1573
3276,2021,52,8,776.053467,1573
3277,2022,69,8,794.2920561,1573
3278,2023,68,8,998.8425721,1573
3279,2012,77,12,792.7666667,1573
3280,2013,77,12,899.7385496,1573
3281,2014,75,12,879.2964353,1573
3282,2015,60,12,735.6365314,1573
3283,2016,65,12,887.7290909,1573
3284,2017,66,12,994.6503122,1573
3285,2018,55,12,1070.400526,1573
3286,2019,69,12,890.929432,1573
3287,2020,60,12,880.940273,1573
3288,2021,69,12,765.8169827,1573
3289,2022,64,12,864.2033716,1573
3290,2023,63,12,847.0066128,1573
3291,2013,72,2,789.6699219,1573
3292,2014,72,2,939.7457306,1573
3293,2015,69,2,877.6498127,1573
3294,2016,75,2,941.2865065,1573
3295,2017,68,2,883.7122172,1573
3296,2018,67,2,990.2335702,1573
3297,2019,50,2,1044.65206,1573
3298,2020,69,2,933.4665523,1573
3299,2021,60,2,932.6666667,1573
3300,2022,57,2,562.298636,1573
3301,2023,60,2,789.1794872,1573
3302,2013,80,1,666.7109375,1573
3303,2014,79,1,873.3795066,1573
3304,2015,72,1,877.6498127,1573
3305,2016,76,1,941.2865065,1573
3306,2017,75,1,883.7122172,1573
3307,2018,72,1,954.2024867,1573
3308,2019,50,1,983.3461876,1573
3309,2020,69,1,923.8679245,1573
3310,2021,60,1,973.0110263,1573
3311,2022,61,1,749.7465698,1573
3312,2023,64,1,789.1794872,1573
3313,2024,66,1,866.0961398,1573
3314,2013,81,7,777.5211538,1573
3315,2014,81,7,904.6165414,1573
3316,2015,64,7,932.6666667,1573
3317,2016,73,7,892.5978062,1573
3318,2017,73,7,960.7136445,1573
3319,2018,76,7,912.123348,1573
3320,2019,75,7,1054.705373,1573
3321,2020,35,7,565.8605852,1573
3322,2021,68,7,635.814528,1573
3323,2022,64,7,794.2920561,1573
3324,2023,64,7,883.0243976,1573
3325,2013,75,6,903.6342412,1573
3326,2014,77,6,920.7771483,1573
3327,2015,60,6,923.9906977,1573
3328,2016,74,6,899.1731123,1573
3329,2017,71,6,959.2059621,1573
3330,2018,70,6,953.0904159,1573
3331,2019,71,6,1023.658537,1573
3332,2021,68,6,781.9326599,1573
3333,2022,64,6,852.0475813,1573
3334,2023,61,6,965.8017951,1573
3335,2013,78,3,803.3320313,1573
3336,2014,78,3,939.7457306,1573
3337,2015,77,3,969.3445693,1573
3338,2016,81,3,633.5582255,1573
3339,2017,74,3,1011.584615,1573
3340,2018,72,3,976.5666075,1573
3341,2019,56,3,1044.65206,1573
3342,2020,60,3,1041.451115,1573
3343,2021,68,3,911.307888,1573
3344,2022,66,3,938.3123487,1573
3345,2023,64,3,884.1342383,1573
3346,2013,81,5,868.2509728,1573
3347,2014,79,5,842.8347498,1573
3348,2015,58,5,963.0325581,1573
3349,2016,75,5,744.587477,1573
3350,2017,77,5,921.2926829,1573
3351,2018,76,5,950.8247788,1573
3352,2019,74,5,1023.658537,1573
3353,2021,65,5,859.6548822,1573
3354,2022,66,5,898.6439334,1573
3355,2023,62,5,845.4584966,1573
3356,2012,78,11,850.372549,1573
3357,2013,76,11,897.0687023,1573
3358,2014,75,11,916.043152,1573
3359,2015,60,11,890.5073801,1573
3360,2016,73,11,887.7290909,1573
3361,2017,69,11,1029.594112,1573
3362,2018,71,11,1033.617003,1573
3363,2019,71,11,890.929432,1573
3364,2020,63,11,882.133959,1573
3365,2021,71,11,793.508648,1573
3366,2022,65,11,887.7339526,1573
3367,2023,65,11,807.935349,1573
3368,2013,81,10,849.0114504,1573
3369,2014,81,10,863.3116135,1573
3370,2015,60,10,931.8062731,1573
3371,2016,73,10,887.7290909,1573
3372,2017,70,10,958.4585192,1573
3373,2018,77,10,944.1104294,1573
3374,2019,76,10,963.1669535,1573
3375,2020,59,10,916.7508532,1573
3376,2021,69,10,765.8169827,1573
3377,2022,65,10,887.7339526,1573
3378,2023,66,10,834.671565,1573
3379,2013,77,9,957.7769231,1573
3380,2014,78,9,904.6165414,1573
3381,2015,62,9,725.4074074,1573
3382,2016,73,9,892.5978062,1573
3383,2017,71,9,985.8303411,1573
3384,2018,71,9,998.4052863,1573
3385,2019,71,9,1054.705373,1573
3386,2020,56,9,888.5215146,1573
3387,2021,58,9,558.6533083,1573
3388,2022,65,9,943.5623053,1573
