,Year,Flights Flown,Month,Price,KM
4845,2015,331,12,379.4335793,1971
4846,2016,333,12,513.8145455,1971
4847,2017,324,12,509.1810883,1971
4848,2018,301,12,432.8194566,1971
4849,2019,283,12,409.3459552,1971
4850,2020,100,12,420.1774744,1971
4851,2021,126,12,265.2679308,1971
4852,2022,253,12,699.5,1971
4853,2023,229,12,371.0793534,1971
4854,2010,189,2,526.0945378,1971
4855,2011,191,2,438.3438454,1971
4856,2012,200,2,457.9309309,1971
4857,2013,198,2,516.4277344,1971
4858,2014,209,2,286.5693548,1971
4859,2015,250,2,450.6142322,1971
4860,2016,279,2,333.5878004,1971
4861,2017,262,2,316.5158371,1971
4862,2018,269,2,395.0994671,1971
4863,2019,256,2,324.7985101,1971
4864,2020,227,2,299.9571184,1971
4865,2021,51,2,341.740458,1971
4866,2022,94,2,257.4430993,1971
4867,2023,137,2,442.0671192,1971
4868,2010,210,1,540.789916,1971
4869,2011,261,1,379.9928789,1971
4870,2012,250,1,495.7417417,1971
4871,2013,242,1,502.765625,1971
4872,2014,277,1,388.7733397,1971
4873,2015,291,1,411.3164794,1971
4874,2016,339,1,380.1349353,1971
4875,2017,342,1,326.6443439,1971
4876,2018,342,1,320.5523979,1971
4877,2019,313,1,312.5373357,1971
4878,2020,292,1,415.1406518,1971
4879,2021,44,1,315.6352841,1971
4880,2022,181,1,243.8934625,1971
4881,2023,231,1,452.6176471,1971
4882,2024,269,1,355.6088857,1971
4883,2010,261,7,474.065285,1971
4884,2011,291,7,473.8096192,1971
4885,2012,299,7,464.5009823,1971
4886,2013,314,7,268.9039423,1971
4887,2014,308,7,378.6766917,1971
4888,2015,317,7,367.8851852,1971
4889,2016,344,7,355.5045704,1971
4890,2017,334,7,311.4470377,1971
4891,2018,343,7,443.7356828,1971
4892,2019,318,7,369.6318024,1971
4893,2020,94,7,370.8192771,1971
4894,2021,45,7,348.289056,1971
4895,2022,253,7,374.8099688,1971
4896,2023,250,7,416.7014043,1971
4897,2010,246,6,595.8162839,1971
4898,2011,244,6,589.4979839,1971
4899,2012,241,6,443.1095618,1971
4900,2013,281,6,319.6742218,1971
4901,2014,286,6,298.4269122,1971
4902,2015,286,6,403.4325581,1971
4903,2016,295,6,332.359116,1971
4904,2017,267,6,313.4164408,1971
4905,2018,280,6,445.5753097,1971
4906,2019,238,6,394.7178571,1971
4907,2021,184,6,374.479798,1971
4908,2022,234,6,307.3140365,1971
4909,2023,199,6,369.3694839,1971
4910,2010,209,3,496.7037815,1971
4911,2011,224,3,424.1119023,1971
4912,2012,226,3,403.3153153,1971
4913,2013,225,3,448.1171875,1971
4914,2014,225,3,339.662334,1971
4915,2015,273,3,406.076779,1971
4916,2016,295,3,268.9390018,1971
4917,2017,285,3,524.1502262,1971
4918,2018,286,3,291.8517762,1971
4919,2019,255,3,330.9290973,1971
4920,2020,163,3,544.7221269,1971
4921,2021,105,3,403.4435963,1971
4922,2022,151,3,471.9790153,1971
4923,2023,180,3,343.9472097,1971
4924,2010,245,5,516.9582463,1971
4925,2011,238,5,363.8528226,1971
4926,2012,232,5,401.3067729,1971
4927,2013,277,5,351.1108949,1971
4928,2014,261,5,232.3740321,1971
4929,2015,284,5,309.732093,1971
4930,2016,276,5,319.4769797,1971
4931,2017,265,5,283.0858175,1971
4932,2018,263,5,327.9602655,1971
4933,2019,240,5,297.2265679,1971
4934,2021,175,5,361.5260943,1971
4935,2022,220,5,257.3893735,1971
4936,2023,179,5,380.8795812,1971
4937,2010,253,11,486.5459236,1971
4938,2011,224,11,487.8276553,1971
4939,2012,222,11,449.8745098,1971
4940,2013,234,11,360.2958969,1971
4941,2014,246,11,351.7185741,1971
4942,2015,250,11,379.4335793,1971
4943,2016,272,11,302.6927273,1971
4944,2017,277,11,409.3416592,1971
4945,2018,264,11,361.5820333,1971
4946,2019,250,11,315.3167814,1971
4947,2020,14,11,330.6510239,1971
4948,2021,28,11,274.4946414,1971
4949,2022,192,11,519.8119266,1971
4950,2023,214,11,371.0793534,1971
4951,2010,264,10,415.8018576,1971
4952,2011,259,10,487.8276553,1971
4953,2012,280,10,504.7372549,1971
4954,2013,303,10,200.1050573,1971
4955,2014,307,10,312.3470919,1971
4956,2015,317,10,464.6125461,1971
4957,2016,343,10,328.1290909,1971
4958,2017,325,10,321.9821588,1971
4959,2018,336,10,361.5820333,1971
4960,2019,296,10,379.1265921,1971
4961,2021,33,10,249.1211871,1971
4962,2022,249,10,597.8906728,1971
4963,2023,252,10,351.5488611,1971
4964,2010,254,9,678.4787565,1971
4965,2011,255,9,622.4008016,1971
4966,2012,275,9,437.0157171,1971
4967,2013,309,9,363.0674038,1971
4968,2014,306,9,339.231203,1971
4969,2015,321,9,334.2055556,1971
4970,2016,324,9,445.0201097,1971
4971,2017,316,9,399.3554758,1971
4972,2018,310,9,295.7005286,1971
4973,2019,263,9,290.8319757,1971
4974,2021,28,9,338.9390142,1971
4975,2022,218,9,631.9470405,1971
4976,2023,237,9,298.8255728,1971
4977,2010,185,4,143.1127349,284
4978,2011,191,4,248.2096774,284
4979,2012,206,4,240.3660359,284
4980,2013,201,4,236.7957198,284
4981,2016,192,4,332.359116,284
4982,2017,172,4,343.7470641,284
4983,2018,155,4,346.6548673,284
4984,2019,140,4,355.8432056,284
4985,2020,34,4,344.6871853,284
4986,2021,122,4,328.5530303,284
4987,2022,151,4,377.2085646,284
4988,2023,148,4,364.1480853,284
4989,2010,194,8,200.0642487,284
4990,2011,216,8,277.5571142,284
4991,2012,216,8,272.1041257,284
4992,2013,210,8,239.4442308,284
4993,2016,220,8,329.928702,284
4994,2017,190,8,350.3779174,284
4995,2018,149,8,357.4537445,284
4996,2019,149,8,286.4919237,284
4997,2020,49,8,289.0223236,284
4998,2021,139,8,374.0016708,284
4999,2022,157,8,321.4104439,284
5000,2023,168,8,359.8314856,284
5001,2010,182,12,228.1135191,284
5002,2011,194,12,277.5571142,284
5003,2012,193,12,271.5705882,284
5004,2013,192,12,317.7118321,284
5005,2015,176,12,322.6476015,284
5006,2016,176,12,338.3036364,284
5007,2017,151,12,346.9420161,284
5008,2018,140,12,360.4785276,284
5009,2019,146,12,285.8438726,284
5010,2020,104,12,234.8219113,284
5011,2021,155,12,369.0684254,284
5012,2022,161,12,382.9067278,284
5013,2023,132,12,238.47759,284
5014,2010,187,2,173.4054622,284
5015,2011,175,2,241.9430315,284
5016,2012,203,2,266.0760761,284
5017,2013,188,2,270.5097656,284
5018,2014,171,2,315.9032258,284
5019,2016,188,2,323.2439926,284
5020,2017,171,2,336.7728507,284
5021,2018,151,2,347.8863233,284
5022,2019,128,2,312.6599474,284
5023,2020,137,2,286.1830875,284
5024,2021,92,2,379.71162,284
5025,2022,101,2,361.3236481,284
5026,2023,135,2,356.6183937,284
5027,2010,150,1,158.710084,284
5028,2011,167,1,196.4008138,284
5029,2012,182,1,238.0680681,284
5030,2013,193,1,270.5097656,284
5031,2014,176,1,315.9032258,284
5032,2016,156,1,272.8179298,284
5033,2017,163,1,336.7728507,284
5034,2018,143,1,345.401421,284
5035,2019,142,1,360.4785276,284
5036,2020,148,1,288.0308233,284
5037,2021,98,1,379.71162,284
5038,2022,125,1,361.3236481,284
5039,2023,160,1,356.6183937,284
5040,2024,136,1,324.0422287,284
5041,2010,198,7,200.0642487,284
5042,2011,210,7,277.5571142,284
5043,2012,211,7,217.1335953,284
5044,2013,211,7,239.4442308,284
5045,2016,209,7,329.928702,284
5046,2017,187,7,351.6337522,284
5047,2018,150,7,357.4537445,284
5048,2019,149,7,275.8236395,284
5049,2020,54,7,289.0223236,284
5050,2021,140,7,374.0016708,284
5051,2022,156,7,304.522204,284
5052,2023,156,7,359.8418256,284
5053,2010,184,6,172.3194154,284
5054,2011,202,6,267.953629,284
5055,2012,191,6,302.373506,284
5056,2013,198,6,269.4571984,284
5057,2016,215,6,332.359116,284
5058,2017,185,6,352.5934959,284
5059,2018,147,6,357.7973451,284
5060,2019,143,6,365.5923345,284
5061,2020,39,6,344.6871853,284
5062,2021,128,6,376.8350168,284
5063,2022,146,6,255.0706503,284
5064,2023,162,6,364.1480853,284
5065,2010,210,3,232.1869748,284
5066,2011,215,3,253.328586,284
5067,2012,215,3,273.0780781,284
5068,2013,205,3,284.171875,284
5069,2016,202,3,323.2439926,284
5070,2017,178,3,344.3692308,284
5071,2018,162,3,347.8863233,284
5072,2019,149,3,358.0262927,284
5073,2020,137,3,336.3359177,284
5074,2021,109,3,379.71162,284
5075,2022,131,3,361.3236481,284
5076,2023,152,3,356.6183937,284
5077,2010,195,5,172.3194154,284
5078,2011,215,5,235.5171371,284
5079,2012,209,5,271.7181275,284
5080,2013,211,5,262.6527237,284
5081,2016,207,5,332.359116,284
5082,2017,187,5,343.7470641,284
5083,2018,160,5,350.3690265,284
5084,2019,150,5,365.5923345,284
5085,2020,35,5,342.8039161,284
5086,2021,122,5,376.8350168,284
5087,2022,157,5,319.1406344,284
5088,2023,164,5,364.1480853,284
5089,2010,201,11,199.2383901,284
5090,2011,209,11,229.8957916,284
5091,2012,209,11,244.1392157,284
5092,2013,201,11,240.2862595,284
5093,2015,205,11,322.6476015,284
5094,2016,183,11,338.3036364,284
5095,2017,164,11,346.9420161,284
5096,2018,148,11,360.4785276,284
5097,2019,144,11,285.8438726,284
5098,2020,100,11,379.5921502,284
5099,2021,143,11,369.0684254,284
5100,2022,146,11,308.0366972,284
5101,2023,146,11,326.899324,284
5102,2010,189,10,199.2383901,284
5103,2011,208,10,266.3426854,284
5104,2012,215,10,252.3686275,284
5105,2013,217,10,220.2624046,284
5106,2015,209,10,322.6476015,284
5107,2016,190,10,338.3036364,284
5108,2017,182,10,346.9420161,284
5109,2018,149,10,360.4785276,284
5110,2019,150,10,285.8438726,284
5111,2020,88,10,286.5562628,284
5112,2021,128,10,369.0684254,284
5113,2022,147,10,308.0366972,284
5114,2023,160,10,308.376194,284
5115,2010,188,9,281.2497409,284
5116,2011,201,9,266.3426854,284
5117,2012,203,9,272.1041257,284
5118,2013,201,9,269.0384615,284
5119,2015,210,9,323.8425926,284
5120,2016,202,9,335.0438757,284
5121,2017,180,9,350.3779174,284
5122,2018,142,9,362.384141,284
5123,2019,143,9,286.4919237,284
5124,2020,74,9,287.1682272,284
5125,2021,127,9,374.0016708,284
5126,2022,149,9,292.0031153,284
5127,2023,152,9,390.8514412,284
5128,2010,462,4,83.23903967,470
5129,2011,465,4,140.8871976,470
5130,2012,437,4,303.7669323,470
5131,2013,444,4,318.4494163,470
5132,2014,462,4,383.1067044,470
5133,2015,438,4,413.8437209,470
5134,2016,463,4,450.8747698,470
5135,2017,449,4,442.3215899,470
5136,2018,437,4,210.3452212,470
5137,2019,453,4,269.1978223,470
5138,2020,47,4,530.7395105,470
5139,2021,248,4,357.993266,470
5140,2022,390,4,237.4306027,470
5141,2023,429,4,156.9558714,470
5142,2010,471,8,126.5768808,470
5143,2011,476,8,294.3787575,470
5144,2012,468,8,354.5599214,470
5145,2013,474,8,347.0596154,470
5146,2014,468,8,286.637218,470
5147,2015,439,8,420.9953704,470
5148,2016,474,8,447.5776965,470
5149,2017,508,8,364.1921005,470
5150,2018,496,8,240.2335683,470
5151,2019,485,8,224.1551993,470
5152,2020,28,8,455.0963855,470
5153,2021,44,8,196.3508772,470
5154,2022,404,8,174.3302181,470
5155,2023,458,8,159.2357724,470
5156,2010,436,12,123.0224871,470
5157,2011,432,12,319.6112224,470
5158,2012,410,12,353.8647059,470
5159,2013,432,12,432.5152672,470
5160,2014,426,12,443.5853659,470
5161,2015,415,12,436.2195572,470
5162,2016,429,12,445.1363636,470
5163,2017,445,12,406.8456735,470
5164,2018,424,12,337.0596845,470
5165,2019,425,12,347.944062,470
5166,2020,145,12,451.2133106,470
5167,2021,256,12,262.9612531,470
5168,2022,351,12,350.8195719,470
5169,2023,378,12,279.5944159,470
5170,2010,460,2,111.6848739,470
5171,2011,443,2,103.0392675,470
5172,2012,444,2,319.2912913,470
5173,2013,436,2,352.4824219,470
5174,2014,433,2,430.0531309,470
5175,2015,412,2,442.7546816,470
5176,2016,456,2,452.5415896,470
5177,2017,452,2,443.1221719,470
5178,2018,464,2,370.250444,470
5179,2019,438,2,208.3173532,470
5180,2020,452,2,261.5626072,470
5181,2021,170,2,377.3384224,470
5182,2022,231,2,223.5690073,470
5183,2023,373,2,300.6900452,470
5184,2010,443,1,111.6848739,470
5185,2011,413,1,102.171119,470
5186,2012,371,1,292.6836837,470
5187,2013,392,1,297.8339844,470
5188,2014,407,1,368.9962049,470
5189,2015,385,1,442.7546816,470
5190,2016,381,1,367.2051756,470
5191,2017,372,1,372.2226244,470
5192,2018,410,1,405.0515009,470
5193,2019,397,1,208.3173532,470
5194,2020,348,1,232.7667238,470
5195,2021,172,1,282.4105174,470
5196,2022,215,1,223.5690073,470
5197,2023,352,1,269.0384615,470
5198,2024,343,1,268.9992717,470
5199,2010,477,7,112.9348187,470
5200,2011,470,7,252.3246493,470
5201,2012,460,7,272.1041257,470
5202,2013,471,7,266.3480769,470
5203,2014,478,7,339.231203,470
5204,2015,460,7,437.8351852,470
5205,2016,456,7,383.6380256,470
5206,2017,492,7,405.6346499,470
5207,2018,487,7,209.4185903,470
5208,2019,479,7,278.7089255,470
5209,2020,45,7,329.9087608,470
5210,2021,113,7,161.2999081,470
5211,2022,387,7,185.2258567,470
5212,2023,424,7,171.6437546,470
5213,2010,461,6,125.5887265,470
5214,2011,443,6,211.4013105,470
5215,2012,417,6,346.2664343,470
5216,2013,446,6,351.1108949,470
5217,2014,448,6,420.0963173,470
5218,2015,440,6,439.8716279,470
5219,2016,423,6,322.053407,470
5220,2017,452,6,391.770551,470
5221,2018,441,6,241.2965487,470
5222,2019,449,6,207.0471254,470
5223,2020,59,6,462.256993,470
5224,2021,140,6,162.510101,470
5225,2022,399,6,241.8572561,470
5226,2023,435,6,185.2079282,470
5227,2010,514,3,155.7710084,470
5228,2011,512,3,110.8668362,470
5229,2012,469,3,345.8988989,470
5230,2013,477,3,311.4960938,470
5231,2014,462,3,436.6897533,470
5232,2015,453,3,442.7546816,470
5233,2016,475,3,452.5415896,470
5234,2017,502,3,443.1221719,470
5235,2018,505,3,436.1003552,470
5236,2019,477,3,238.9702892,470
5237,2020,348,3,291.558319,470
5238,2021,193,3,448.5343511,470
5239,2022,323,3,302.5972639,470
5240,2023,412,3,227.8914027,470
5241,2010,478,5,110.9853862,470
5242,2011,490,5,154.9900202,470
5243,2012,469,5,275.8984064,470
5244,2013,482,5,330.6974708,470
5245,2014,468,5,277.4353069,470
5246,2015,451,5,439.8716279,470
5247,2016,466,5,360.6998158,470
5248,2017,481,5,442.3215899,470
5249,2018,487,5,210.3452212,470
5250,2019,487,5,213.140331,470
5251,2020,35,5,462.256993,470
5252,2021,297,5,452.2020202,470
5253,2022,428,5,252.9516257,470
5254,2023,478,5,177.8833209,470
5255,2010,467,11,112.4686275,470
5256,2011,457,11,298.5841683,470
5257,2012,476,11,299.0019608,470
5258,2013,452,11,360.4293893,470
5259,2014,431,11,391.0900563,470
5260,2015,464,11,436.2195572,470
5261,2016,446,11,473.1163636,470
5262,2017,491,11,448.029438,470
5263,2018,482,11,208.3173532,470
5264,2019,468,11,271.9742685,470
5265,2020,60,11,451.2133106,470
5266,2021,158,11,159.1722918,470
5267,2022,399,11,343.3325688,470
5268,2023,430,11,271.3710507,470
5269,2010,480,10,126.906192,470
5270,2011,454,10,319.6112224,470
5271,2012,486,10,312.7176471,470
5272,2013,475,10,307.0324427,470
5273,2014,470,10,438.3358349,470
5274,2015,458,10,462.0313653,470
5275,2016,457,10,473.1163636,470
5276,2017,501,10,436.7975022,470
5277,2018,492,10,337.0596845,470
5278,2019,488,10,234.6515491,470
5279,2020,25,10,545.5145051,470
5280,2021,40,10,239.8944765,470
5281,2022,381,10,257.7668196,470
5282,2023,446,10,209.6958119,470
5283,2010,467,9,170.996943,470
5284,2011,456,9,294.3787575,470
5285,2012,441,9,354.5599214,470
5286,2013,452,9,446.6038462,470
5287,2014,457,9,439.1597744,470
5288,2015,442,9,437.8351852,470
5289,2016,459,9,447.5776965,470
5290,2017,487,9,364.1921005,470
5291,2018,468,9,338.8414978,470
5292,2019,476,9,302.955026,470
5293,2020,25,9,455.0963855,470
5294,2021,39,9,313.2263993,470
5295,2022,371,9,324.6900312,470
5296,2023,425,9,235.751663,470
5297,2010,765,4,143.1127349,236
5298,2011,713,4,267.953629,236
5299,2012,749,4,262.6747908,236
5300,2013,797,4,253.1264591,236
5301,2014,771,4,340.8328612,236
5302,2015,706,4,361.787907,236
5303,2016,730,4,373.5819521,236
5304,2017,611,4,315.9439928,236
5305,2018,616,4,418.4619469,236
5306,2019,664,4,377.7787456,236
5307,2020,45,4,469.5944056,236
5308,2021,267,4,233.1666667,236
5309,2022,747,4,286.2347343,236
5310,2023,564,4,486.5632012,236
5311,2010,666,8,229.0590674,236
5312,2011,765,8,277.5571142,236
5313,2012,817,8,288.5952849,236
5314,2013,821,8,282.5038365,236
5315,2014,818,8,339.231203,236
5316,2015,771,8,360.112963,236
5317,2016,777,8,332.4862888,236
5318,2017,737,8,298.8886894,236
5319,2018,751,8,379.3816828,236
5320,2019,704,8,235.187175,236
5321,2022,659,8,433.6464174,236
5322,2023,666,8,433.2453806,236
5323,2010,677,12,251.2136223,236
5324,2011,709,12,277.5571142,236
5325,2012,678,12,288.0294118,236
5326,2013,753,12,291.0133588,236
5327,2014,726,12,364.8424015,236
5328,2015,623,12,358.7841328,236
5329,2016,603,12,368.8272727,236
5330,2017,585,12,379.3898305,236
5331,2018,582,12,421.7843996,236
5332,2019,585,12,499.6428571,236
5333,2021,329,12,196.067601,236
5334,2022,591,12,449.2201835,236
5335,2023,531,12,450.2292432,236
5336,2010,712,2,188.1008403,236
5337,2011,700,2,250.4821974,236
5338,2012,750,2,277.2792793,236
5339,2013,748,2,286.917959,236
5340,2014,756,2,305.28463,236
5341,2015,729,2,364.159176,236
5342,2016,737,2,374.9630314,236
5343,2017,669,2,367.158371,236
5344,2018,637,2,375.2202487,236
5345,2019,669,2,380.0964067,236
5346,2020,641,2,381.5694511,236
5347,2022,296,2,268.7344633,236
5348,2023,593,2,490.5995475,236
5349,2010,598,1,144.0147059,236
5350,2011,577,1,194.9776195,236
5351,2012,612,1,257.6736737,236
5352,2013,651,1,251.3828125,236
5353,2014,630,1,305.28463,236
5354,2015,595,1,364.159176,236
5355,2016,508,1,315.4861368,236
5356,2017,472,1,367.158371,236
5357,2018,432,1,375.2202487,236
5358,2019,462,1,380.0964067,236
5359,2020,446,1,237.5660377,236
5360,2022,207,1,268.7344633,236
5361,2023,478,1,490.5995475,236
5362,2024,464,1,446.2942462,236
5363,2010,753,7,229.0590674,236
5364,2011,760,7,277.5571142,236
5365,2012,765,7,206.1394892,236
5366,2013,837,7,212.5403846,236
5367,2014,816,7,302.402265,236
5368,2015,764,7,360.112963,236
5369,2016,731,7,332.4862888,236
5370,2017,730,7,298.8886894,236
5371,2018,731,7,379.7761145,236
5372,2019,725,7,375.8145581,236
5373,2021,87,7,231.4135338,236
5374,2022,661,7,411.8551402,236
5375,2023,649,7,433.2453806,236
5376,2010,757,6,224.8914405,236
5377,2011,717,6,279.2358871,236
5378,2012,713,6,305.871006,236
5379,2013,795,6,285.8015467,236
5380,2014,785,6,306.4985741,236
5381,2015,749,6,361.787907,236
5382,2016,701,6,280.8305709,236
5383,2017,675,6,290.6937489,236
5384,2018,698,6,380.317531,236
5385,2019,667,6,377.7787456,236
5386,2021,414,6,233.1666667,236
5387,2022,666,6,403.8350515,236
5388,2023,643,6,437.3836948,236
5389,2010,798,3,202.7962185,236
5390,2011,785,3,219.1719227,236
5391,2012,786,3,306.7156957,236
5392,2013,819,3,245.9179688,236
5393,2014,824,3,305.28463,236
5394,2015,803,3,364.159176,236
5395,2016,740,3,374.9630314,236
5396,2017,726,3,341.8371041,236
5397,2018,702,3,414.9786856,236
5398,2019,722,3,380.0964067,236
5399,2020,532,3,381.5694511,236
5400,2022,501,3,280.0258273,236
5401,2023,680,3,490.5995475,236
5402,2010,774,5,224.8914405,236
5403,2011,771,5,225.6451613,236
5404,2012,780,5,248.0298805,236
5405,2013,857,5,249.0437743,236
5406,2014,837,5,277.4353069,236
5407,2015,777,5,361.787907,236
5408,2016,753,5,280.8305709,236
5409,2017,738,5,290.6937489,236
5410,2018,734,5,334.2743363,236
5411,2019,707,5,377.7787456,236
5412,2021,458,5,233.1666667,236
5413,2022,809,5,264.0459952,236
5414,2023,668,5,437.3836948,236
5415,2010,743,11,228.1135191,236
5416,2011,792,11,271.9498998,236
5417,2012,808,11,252.3686275,236
5418,2013,822,11,291.0133588,236
5419,2014,772,11,338.5947467,236
5420,2015,756,11,358.7841328,236
5421,2016,728,11,368.8272727,236
5422,2017,707,11,344.4460303,236
5423,2018,707,11,380.0964067,236
5424,2019,703,11,373.2271945,236
5425,2021,204,11,228.3610882,236
5426,2022,603,11,515.5336391,236
5427,2023,643,11,450.2292432,236
5428,2010,755,10,228.1135191,236
5429,2011,764,10,277.5571142,236
5430,2012,836,10,252.3686275,236
5431,2013,845,10,272.3244275,236
5432,2014,839,10,338.5947467,236
5433,2015,781,10,358.7841328,236
5434,2016,711,10,368.8272727,236
5435,2017,683,10,346.9420161,236
5436,2018,725,10,380.0964067,236
5437,2019,741,10,373.2271945,236
5438,2022,598,10,460.985474,236
5439,2023,642,10,449.2013226,236
5440,2010,632,9,258.053886,236
5441,2011,764,9,277.5571142,236
5442,2012,764,9,288.5952849,236
5443,2013,801,9,347.0596154,236
5444,2014,811,9,339.231203,236
5445,2015,755,9,360.112963,236
5446,2016,711,9,370.8500914,236
5447,2017,668,9,342.8554668,236
5448,2018,695,9,382.1057269,236
5449,2019,708,9,375.8145581,236
5450,2022,594,9,433.6464174,236
5451,2023,661,9,466.3333333,236
5452,2010,201,4,216.1294363,443
5453,2011,201,4,279.2358871,443
5454,2012,200,4,234.7923307,443
5455,2013,228,4,81.517607,443
5456,2014,210,4,166.321152,443
5457,2015,218,4,135.3451163,443
5458,2016,218,4,72.13996317,443
5459,2017,209,4,189.5663957,443
5460,2018,181,4,190.5363717,443
5461,2019,180,4,146.1150697,443
5462,2021,194,4,313.4796296,443
5463,2022,193,4,319.2404837,443
5464,2023,232,4,364.1480853,443
5465,2010,202,8,275.4507772,443
5466,2011,204,8,291.5751503,443
5467,2012,209,8,280.3497053,443
5468,2013,239,8,107.4808654,443
5469,2014,226,8,128.8552632,443
5470,2015,224,8,194.3055556,443
5471,2016,229,8,166.2431444,443
5472,2017,212,8,125.5834829,443
5473,2018,187,8,172.4406167,443
5474,2019,183,8,133.2323224,443
5475,2020,46,8,300.989673,443
5476,2022,250,8,334.223715,443
5477,2023,220,8,370.1714708,443
5478,2010,207,12,410.0268318,443
5479,2011,205,12,406.5230461,443
5480,2012,203,12,492.3931373,443
5481,2013,242,12,133.358874,443
5482,2014,222,12,209.9812383,443
5483,2015,224,12,154.8708487,443
5484,2016,220,12,239.1018182,443
5485,2017,199,12,187.1989295,443
5486,2018,181,12,332.1552147,443
5487,2019,191,12,228.7521515,443
5488,2020,99,12,389.1416382,443
5489,2021,215,12,228.3610882,443
5490,2022,230,12,423.8178517,443
5491,2023,187,12,345.3813373,443
5492,2010,177,2,321.8287815,443
5493,2011,187,2,281.792472,443
5494,2012,193,2,246.4704705,443
5495,2013,185,2,259.5800781,443
5496,2014,204,2,140.5636622,443
5497,2015,200,2,149.3314607,443
5498,2016,210,2,134.4695009,443
5499,2017,203,2,177.2488688,443
5500,2018,197,2,198.7921847,443
5501,2019,168,2,128.6197195,443
5502,2020,174,2,215.9691252,443
5503,2021,97,2,253.9440119,443
5504,2022,155,2,301.4229621,443
5505,2023,219,2,356.6183937,443
5506,2010,184,1,173.4054622,443
5507,2011,209,1,196.4008138,443
5508,2012,203,1,214.2612613,443
5509,2013,204,1,259.5800781,443
5510,2014,244,1,100.2262713,443
5511,2015,218,1,149.3314607,443
5512,2016,217,1,134.4695009,443
5513,2017,219,1,144.3312217,443
5514,2018,196,1,136.669627,443
5515,2019,183,1,134.7503067,443
5516,2020,186,1,179.974271,443
5517,2021,89,1,353.6064461,443
5518,2022,176,1,223.5690073,443
5519,2023,203,1,356.6183937,443
5520,2024,204,1,374.9686817,443
5521,2010,209,7,258.053886,443
5522,2011,205,7,277.5571142,443
5523,2012,206,7,206.1394892,443
5524,2013,237,7,114.2068269,443
5525,2014,225,7,144.6334586,443
5526,2015,226,7,134.7185185,443
5527,2016,221,7,166.2431444,443
5528,2017,209,7,130.6068223,443
5529,2018,197,7,209.4185903,443
5530,2019,196,7,151.4168977,443
5531,2020,54,7,262.4629948,443
5532,2021,46,7,231.4135338,443
5533,2022,227,7,318.5339953,443
5534,2023,201,7,345.3658463,443
5535,2010,200,6,224.8914405,443
5536,2011,191,6,279.2358871,443
5537,2012,193,6,262.6608566,443
5538,2013,225,6,95.12655642,443
5539,2014,217,6,139.9,443
5540,2015,216,6,135.3451163,443
5541,2016,216,6,141.7034991,443
5542,2017,206,6,176.928636,443
5543,2018,187,6,142.2523009,443
5544,2019,181,6,133.9286585,443
5545,2021,188,6,233.1666667,443
5546,2022,193,6,319.4623711,443
5547,2023,214,6,349.4988706,443
5548,2010,208,3,261.5777311,443
5549,2011,209,3,311.6795524,443
5550,2012,206,3,221.9634635,443
5551,2013,220,3,218.59375,443
5552,2014,224,3,153.836907,443
5553,2015,227,3,136.2322097,443
5554,2016,225,3,155.1571165,443
5555,2017,225,3,301.3230769,443
5556,2018,208,3,176.3038188,443
5557,2019,183,3,134.7503067,443
5558,2020,151,3,323.9536878,443
5559,2021,150,3,296.6615691,443
5560,2022,192,3,334.1114609,443
5561,2023,251,3,356.6183937,443
5562,2010,207,5,306.6701461,443
5563,2011,206,5,245.3891129,443
5564,2012,199,5,260.5707171,443
5565,2013,232,5,135.9534047,443
5566,2014,224,5,139.9,443
5567,2015,227,5,117.1255814,443
5568,2016,228,5,180.3499079,443
5569,2017,221,5,202.2041554,443
5570,2018,195,5,154.6328319,443
5571,2019,189,5,143.6777875,443
5572,2021,198,5,233.1666667,443
5573,2022,187,5,319.4623711,443
5574,2023,225,5,364.1480853,443
5575,2010,200,11,274.3137255,443
5576,2011,197,11,220.0831663,443
5577,2012,198,11,224.9372549,443
5578,2013,229,11,160.0573473,443
5579,2014,218,11,149.6116323,443
5580,2015,218,11,172.9391144,443
5581,2016,218,11,328.1290909,443
5582,2017,215,11,199.6788582,443
5583,2018,198,11,171.53383,443
5584,2019,175,11,168.433821,443
5585,2020,84,11,298.4215017,443
5586,2021,139,11,228.3610882,443
5587,2022,230,11,345.4717125,443
5588,2023,186,11,347.4371785,443
5589,2010,209,10,274.3137255,443
5590,2011,207,10,361.6653307,443
5591,2012,210,10,307.2313725,443
5592,2013,238,10,120.0096374,443
5593,2014,232,10,241.478424,443
5594,2015,229,10,216.8191882,443
5595,2016,219,10,132.2690909,443
5596,2017,218,10,142.2711864,443
5597,2018,197,10,208.3173532,443
5598,2019,200,10,138.3348537,443
5599,2020,58,10,298.4215017,443
5600,2022,227,10,340.1238532,443
5601,2023,199,10,318.6554004,443
5602,2010,202,9,324.7419689,443
5603,2011,203,9,270.5480962,443
5604,2012,198,9,280.3497053,443
5605,2013,231,9,134.3847115,443
5606,2014,222,9,149.8928571,443
5607,2015,218,9,142.4907407,443
5608,2016,224,9,140.6672761,443
5609,2017,200,9,226.0502693,443
5610,2018,183,9,283.3745374,443
5611,2019,193,9,133.2323224,443
5612,2020,43,9,300.989673,443
5613,2022,232,9,335.4222352,443
5614,2023,205,9,390.8514412,443
5615,2010,39,4,478.9895616,3131
5616,2011,46,4,603.6008065,3131
5617,2012,51,4,489.0926295,3131
5618,2013,55,4,577.0194553,3131
