AIRPORT NAME,CODE,AIRPORT NAME 2,CODE 2,KM
Abu Dhabi,AUH,Adelaide,ADL,11018
Abu Dhabi,AUH,Brisbane,BNE,12018
Abu Dhabi,AUH,Melbourne,MEL,11657
Abu Dhabi,AUH,Perth,PER,9035
Abu Dhabi,AUH,Sydney,SYD,12068
Abu Dhabi,AUH,Townsville,TSV,11091
Adelaide,ADL,Albury,ABX,774
Adelaide,ADL,Alice Springs,ASP,1316
Adelaide,ADL,Amata,AMT,1207
Adelaide,ADL,American River,AMR,116
Adelaide,ADL,Amsterdam,AMS,15927
Adelaide,ADL,Andamooka,ADO,518
Adelaide,ADL,Apia,APW,5472
Adelaide,ADL,Athens,ATH,14302
Adelaide,ADL,Atlanta,ATL,16110
Adelaide,ADL,Auckland,AKL,3258
Adelaide,ADL,Avalon,AVL,633
Adelaide,ADL,Ayers Rock,AYQ,1306
Adelaide,ADL,Bahrain,BAH,11468
Adelaide,ADL,Balcanoona,BLC,498
Adelaide,ADL,Bangkok,BKK,6743
Adelaide,ADL,Bathurst Island,BRT,2696
Adelaide,ADL,Beijing,PEK,8629
Adelaide,ADL,Belgrade,BEG,14769
Adelaide,ADL,Billa Kalina,BKL,599
Adelaide,ADL,Birdsville,BVI,1009
Adelaide,ADL,Bombay,BOM,9165
Adelaide,ADL,Bond Springs,BSP,1349
Adelaide,ADL,Bourke,BRK,885
Adelaide,ADL,Brisbane,BNE,1622
Adelaide,ADL,Broken Hill,BHQ,426
Adelaide,ADL,Broome,BME,2484
Adelaide,ADL,Buenos Aires,BUE,12091
Adelaide,ADL,Burnie,WNY,923
Adelaide,ADL,Cairns,CNS,2131
Adelaide,ADL,Camp B,XCA,710
Adelaide,ADL,Canberra,CBR,972
Adelaide,ADL,Ceduna,CED,546
Adelaide,ADL,Charleville,CTL,1203
Adelaide,ADL,Chicago,ORD,15961
Adelaide,ADL,Christchurch,CHC,3062
Adelaide,ADL,Cleve,CVC,232
Adelaide,ADL,Coober Pedy,CPD,748
Adelaide,ADL,Cooma,OOM,958
Adelaide,ADL,Coorabie,CRB,671
Adelaide,ADL,Copenhagen,CPH,15364
Adelaide,ADL,Cowell,CCW,207
Adelaide,ADL,Cummins,CUM,305
Adelaide,ADL,Cunnamulla,CMA,1021
Adelaide,ADL,Darwin,DRW,2619
Adelaide,ADL,Deniliquin,DNQ,588
Adelaide,ADL,Denpasar,DPS,3759
Adelaide,ADL,Derby/Curtin,DRB,2418
Adelaide,ADL,Devonport,DPO,979
Adelaide,ADL,Dicks Plains,XDP,764
Adelaide,ADL,Dubai,DXB,11010
Adelaide,ADL,Dubbo,DBO,980
Adelaide,ADL,Edinburgh,EDN,28
Adelaide,ADL,Ernabella,ERN,1141
Adelaide,ADL,Essendon,MEB,650
Adelaide,ADL,Eucla,EUC,967
Adelaide,ADL,Finke,FIK,1106
Adelaide,ADL,Forrest,FOS,1075
Adelaide,ADL,Frankfurt,FRA,15691
Adelaide,ADL,Fregon,FRG,1100
Adelaide,ADL,Fukuoka,FUK,7655
Adelaide,ADL,Gold Coast,OOL,1607
Adelaide,ADL,Gove,GOV,2524
Adelaide,ADL,Griffith,GFF,696
Adelaide,ADL,Hamilton,HLT,437
Adelaide,ADL,Hamilton Island,HTI,1917
Adelaide,ADL,Harare,SAY,10392
Adelaide,ADL,Hawker,HAW,344
Adelaide,ADL,Ho Chi Minh City,SGN,6091
Adelaide,ADL,Hobart,HBA,1172
Adelaide,ADL,Hong Kong,HKG,6857
Adelaide,ADL,Honiara,HIR,3582
Adelaide,ADL,Honolulu,HNL,9165
Adelaide,ADL,Horsham,HSM,381
Adelaide,ADL,Indulkana,IDK,1016
Adelaide,ADL,Jabiru,JAB,2540
Adelaide,ADL,Jackson,JAK,892
Adelaide,ADL,Jakarta,JKT,4546
Adelaide,ADL,Johannesburg,JNB,10047
Adelaide,ADL,Kalgoorlie,KGI,1660
Adelaide,ADL,Karratha,KTA,2653
Adelaide,ADL,Katherine/Tindal,KTR,2351
Adelaide,ADL,Kimba,KBA,281
Adelaide,ADL,Kingoonya,KOO,539
Adelaide,ADL,Kingscote,KGC,125
Adelaide,ADL,Kingston,KGT,241
Adelaide,ADL,Koonibba,XKO,583
Adelaide,ADL,Kuala Lumpur,KUL,5726
Adelaide,ADL,Launceston,LST,1056
Adelaide,ADL,Leigh Creek,LGH,483
Adelaide,ADL,Lightning Ridge,LRD,1079
Adelaide,ADL,Lock,LOC,297
Adelaide,ADL,London,LON,16298
Adelaide,ADL,Los Angeles,LAX,13158
Adelaide,ADL,Mackay,MKY,1851
Adelaide,ADL,Macmahons Site,MCC,1084
Adelaide,ADL,Manchester,MAN,16360
Adelaide,ADL,Mangalore,MML,638
Adelaide,ADL,Manila,MNL,5795
Adelaide,ADL,Marla,MAR,966
Adelaide,ADL,Maroochydore,MCY,1671
Adelaide,ADL,Meekatharra,MKR,2120
Adelaide,ADL,Melbourne,MEL,643
Adelaide,ADL,Mildura,MQL,336
Adelaide,ADL,Millicent,MLR,337
Adelaide,ADL,Minlaton,MLT,93
Adelaide,ADL,Minnipa,MIN,391
Adelaide,ADL,Moomba,MOO,777
Adelaide,ADL,Moorabbin,MBW,678
Adelaide,ADL,Mount Gambier,MGB,371
Adelaide,ADL,Mount Gunson,MTG,408
Adelaide,ADL,Mount Isa,ISA,1590
Adelaide,ADL,Muscat,MCT,10662
Adelaide,ADL,Nadi,NAN,4293
Adelaide,ADL,Nagoya,NGO,7796
Adelaide,ADL,Naracoorte,NAC,301
Adelaide,ADL,Narrandera,NRA,730
Adelaide,ADL,New York,NYC,17139
Adelaide,ADL,Noumea,NOU,3053
Adelaide,ADL,Nullarbor,NBR,811
Adelaide,ADL,Olympic Dam,OLD,520
Adelaide,ADL,Oodnadatta,ODD,872
Adelaide,ADL,Osaka,OSA,7749
Adelaide,ADL,Osaka/Kansai,KIX,7709
Adelaide,ADL,Papeete,PPT,7285
Adelaide,ADL,Parafield,XPF,19
Adelaide,ADL,Paris,PAR,16135
Adelaide,ADL,Parkes,PKE,919
Adelaide,ADL,Parndana,PDA,148
Adelaide,ADL,Penang,PEN,6001
Adelaide,ADL,Penneshaw,PEA,105
Adelaide,ADL,Penong,PNG,615
Adelaide,ADL,Perth,PER,2120
Adelaide,ADL,Port Augusta,PUG,281
Adelaide,ADL,Port Hedland,PHE,2536
Adelaide,ADL,Port Lincoln,PLO,246
Adelaide,ADL,Port Moresby,POM,2967
Adelaide,ADL,Port Pirie,PPI,196
Adelaide,ADL,Port Vila,VLI,3516
Adelaide,ADL,Portland,PTJ,458
Adelaide,ADL,Proserpine,PPP,1883
Adelaide,ADL,Queenstown (Nz),ZQN,2792
Adelaide,ADL,Renmark,REN,214
Adelaide,ADL,Rockhampton,ROK,1730
Adelaide,ADL,Rome,ROM,15359
Adelaide,ADL,San Francisco,SFO,13002
Adelaide,ADL,Santiago,SCL,11858
Adelaide,ADL,Sapporo,SPK,8640
Adelaide,ADL,Seoul,SEL,8141
Adelaide,ADL,Shanghai,SHA,7562
Adelaide,ADL,Singapore,SIN,5403
Adelaide,ADL,Spilsby Island,SPI,203
Adelaide,ADL,Streaky Bay,KBY,457
Adelaide,ADL,Suva,SUV,4372
Adelaide,ADL,Swan Hill,SWH,458
Adelaide,ADL,Sydney,SYD,1167
Adelaide,ADL,Taipei,TPE,6910
Adelaide,ADL,Tarcoola,TAQ,598
Adelaide,ADL,Taroom,TAM,1490
Adelaide,ADL,Tennant Creek,TCA,1754
Adelaide,ADL,Thargomindah,XTG,922
Adelaide,ADL,Thursday Island,TIS,2732
Adelaide,ADL,Tokyo,TYO,7854
Adelaide,ADL,Toledo,TOL,16299
Adelaide,ADL,Toronto,YYZ,16639
Adelaide,ADL,Townsville,TSV,1923
Adelaide,ADL,Tumby Bay,TBY,233
Adelaide,ADL,Ulowdna,ULN,365
Adelaide,ADL,Vancouver,YVR,13428
Adelaide,ADL,Wagga Wagga,WGA,815
Adelaide,ADL,Warracknabeal,WKB,384
Adelaide,ADL,Warrnambool,WMB,511
Adelaide,ADL,Weipa,WEI,2497
Adelaide,ADL,Wellington,WLG,3233
Adelaide,ADL,Whyalla,WYA,230
Adelaide,ADL,Williamtown,NTL,1253
Adelaide,ADL,Woomera,WMR,452
Adelaide,ADL,Wudinna,WUD,355
Adelaide,ADL,Yalata Mission,XYA,732
Adelaide,ADL,Yorketown,XYK,84
Adelaide,ADL,Zurich,ZRH,15700
Agnew,AGW,Newman,ZNE,516
Agnew,AGW,Perth,PER,620
Albany,ALH,Ayers Rock,AYQ,1667
Albany,ALH,Bunbury,BUN,262
Albany,ALH,Esperance,EPR,395
Albany,ALH,Geraldton,GET,744
Albany,ALH,Kalgoorlie,KGI,575
Albany,ALH,Kununurra,KNX,2391
Albany,ALH,Perth,PER,375
Albury,ABX,Avalon,AVL,312
Albury,ABX,Ballina,QNA,1015
Albury,ABX,Bathurst,BHS,385
Albury,ABX,Brisbane,BNE,1127
Albury,ABX,Burnie,WNY,559
Albury,ABX,Canberra,CBR,219
Albury,ABX,Coffs Harbour,CFS,859
Albury,ABX,Cooma,OOM,183
Albury,ABX,Corowa,COW,55
Albury,ABX,Corryong,CRG,85
Albury,ABX,Cowra,CWT,291
Albury,ABX,Deniliquin,DNQ,190
Albury,ABX,Devonport,DPO,569
Albury,ABX,Dubbo,DBO,453
Albury,ABX,Essendon,MEB,260
Albury,ABX,Geelong,GEE,334
Albury,ABX,Gold Coast,OOL,1073
Albury,ABX,Goulburn,GLB,288
Albury,ABX,Griffith,GFF,218
Albury,ABX,Hobart,HBA,755
Albury,ABX,Latrobe Valley,LTV,242
Albury,ABX,Launceston,LST,610
Albury,ABX,Mangalore,MML,183
Albury,ABX,Maroochydore,MCY,1202
Albury,ABX,Melbourne,MEL,260
Albury,ABX,Merimbula,MIM,280
Albury,ABX,Mildura,MQL,489
Albury,ABX,Moorabbin,MBW,269
Albury,ABX,Moruya,MYA,288
Albury,ABX,Mount Gambier,MGB,581
Albury,ABX,Mount Hotham,MHT,114
Albury,ABX,Narrandera,NRA,157
Albury,ABX,Nowra,NOA,348
Albury,ABX,Parkes,PKE,347
Albury,ABX,Sale,SXE,225
Albury,ABX,Shepparton,SHT,146
Albury,ABX,Swan Hill,SWH,319
Albury,ABX,Sydney,SYD,452
Albury,ABX,Tumut,TUM,146
Albury,ABX,Wagga Wagga,WGA,110
Albury,ABX,Wangaratta,WGT,70
Albury,ABX,Williamtown,NTL,577
Alcoota,ALC,Alice Springs,ASP,122
Alcoota,ALC,Mount Swan,MWN,65
Alexandria,ALX,Rockhampton Downs,RKD,167
Alice Springs,ASP,Alroy Downs,ALD,540
Alice Springs,ASP,Amata,AMT,373
Alice Springs,ASP,Andado,ADD,227
Alice Springs,ASP,Angas Downs,ADN,214
Alice Springs,ASP,Anningie,ANN,234
Alice Springs,ASP,Annitowa,ANW,391
Alice Springs,ASP,Areyonga,ARN,169
Alice Springs,ASP,Argadargada,ARD,371
Alice Springs,ASP,Ayers Rock,AYQ,334
Alice Springs,ASP,Balgo Hills Mission,BQW,734
Alice Springs,ASP,Billiluna,BIW,800
Alice Springs,ASP,Birdsville,BVI,597
Alice Springs,ASP,Birrindudu,BDU,760
Alice Springs,ASP,Bond Springs,BSP,33
Alice Springs,ASP,Borroloola,BOX,895
Alice Springs,ASP,Bourke,BRK,1382
Alice Springs,ASP,Brisbane,BNE,1969
Alice Springs,ASP,Broken Hill,BHQ,1176
Alice Springs,ASP,Broome,BME,1377
Alice Springs,ASP,Brunchilly,BNY,552
Alice Springs,ASP,Brunette Downs,BRU,612
Alice Springs,ASP,Cairns,CNS,1456
Alice Springs,ASP,Camooweal,CMW,614
Alice Springs,ASP,Canberra,CBR,1952
Alice Springs,ASP,Charleville,CTL,1279
Alice Springs,ASP,Charters Towers,CXT,1344
Alice Springs,ASP,Coober Pedy,CPD,587
Alice Springs,ASP,Daly River Mission,DVR,1166
Alice Springs,ASP,Darwin,DRW,1305
Alice Springs,ASP,De Rose Hill,DRL,298
Alice Springs,ASP,Derby/Curtin,DRB,1256
Alice Springs,ASP,Docker River,DRV,499
Alice Springs,ASP,Dubbo,DBO,1716
Alice Springs,ASP,Elkedra,ELK,333
Alice Springs,ASP,Epenarra,EPA,399
Alice Springs,ASP,Ernabella,ERN,323
Alice Springs,ASP,Essendon,MEB,1868
Alice Springs,ASP,Everard Park,EVP,376
Alice Springs,ASP,Finke,FIK,210
Alice Springs,ASP,Fregon,FRG,380
Alice Springs,ASP,Giles,GLS,585
Alice Springs,ASP,Glenormiston,GLO,513
Alice Springs,ASP,Gold Coast,OOL,2019
Alice Springs,ASP,Gordon Downs,GOR,791
Alice Springs,ASP,Gove,GOV,1317
Alice Springs,ASP,Groote Eylandt,GTE,1124
Alice Springs,ASP,Haasts Bluff,HAA,213
Alice Springs,ASP,Halls Creek,HCQ,896
Alice Springs,ASP,Hamilton Island,HTI,1599
Alice Springs,ASP,Hatches Creek,HTC,351
Alice Springs,ASP,Hermannsburg,HMB,112
Alice Springs,ASP,Hobart,HBA,2459
Alice Springs,ASP,Hooker Creek,HOK,696
Alice Springs,ASP,Idracowra,IDR,141
Alice Springs,ASP,Indiana,IDN,167
Alice Springs,ASP,Inverway,INW,797
Alice Springs,ASP,Jakarta,JKT,3484
Alice Springs,ASP,Jervois,JVS,248
Alice Springs,ASP,Kalgoorlie,KGI,1454
Alice Springs,ASP,Kalkgurung,KFG,778
Alice Springs,ASP,Karratha,KTA,1797
Alice Springs,ASP,Katherine/Tindal,KTR,1043
Alice Springs,ASP,Kings Canyon,KBJ,250
Alice Springs,ASP,Kintore,KIT,456
Alice Springs,ASP,Kiwirrkurra,KWK,658
Alice Springs,ASP,Kununurra,KNX,1044
Alice Springs,ASP,Kurundi,KUR,375
Alice Springs,ASP,Lake Cargelligo,LCG,1610
Alice Springs,ASP,Lake Nash,LNH,519
Alice Springs,ASP,Launceston,LST,2327
Alice Springs,ASP,Laverton,LVO,1264
Alice Springs,ASP,Learmonth,LEA,2037
Alice Springs,ASP,Leigh Creek,LGH,877
Alice Springs,ASP,Leonora,LNO,1376
Alice Springs,ASP,Lightning Ridge,LRD,1535
Alice Springs,ASP,Longreach,LRE,1059
Alice Springs,ASP,Lucy Creek Station,LUC,285
Alice Springs,ASP,Macdonald Downs,MDS,201
Alice Springs,ASP,Mackay,MKY,1598
Alice Springs,ASP,Maningrida,MNG,1305
Alice Springs,ASP,Mcarthur River,MHU,849
Alice Springs,ASP,Melbourne,MEL,1860
Alice Springs,ASP,Mintabie,MTB,385
Alice Springs,ASP,Moomba,MOO,791
Alice Springs,ASP,Mount Cavenagh,MCV,250
Alice Springs,ASP,Mount Dare,MTA,285
Alice Springs,ASP,Mount Davies,MDV,548
Alice Springs,ASP,Mount Denison,MNN,264
Alice Springs,ASP,Mount Isa,ISA,673
Alice Springs,ASP,Mount Magnet,MMG,1677
Alice Springs,ASP,Mount Riddock,MDK,117
Alice Springs,ASP,Mount Wedge,MWE,215
Alice Springs,ASP,Mulga Park,MUP,322
Alice Springs,ASP,Murray Downs,MYD,317
Alice Springs,ASP,Napperby,NPD,183
Alice Springs,ASP,Narwietooma,NWT,145
Alice Springs,ASP,Newhaven,NHV,306
Alice Springs,ASP,Newman,ZNE,1439
Alice Springs,ASP,Nicholson,NLS,824
Alice Springs,ASP,Numbulwar,NUB,1076
Alice Springs,ASP,Numery,NUE,156
Alice Springs,ASP,Oodnadatta,ODD,445
Alice Springs,ASP,Ooratippra,ORT,307
Alice Springs,ASP,Ord River,ODR,886
Alice Springs,ASP,Papunya,PAY,213
Alice Springs,ASP,Paraburdoo,PBO,1651
Alice Springs,ASP,Perth,PER,1980
Alice Springs,ASP,Plenty River,PTY,185
Alice Springs,ASP,Port Hedland,PHE,1621
Alice Springs,ASP,Port Keats,PKT,1156
Alice Springs,ASP,Proserpine,PPP,1554
Alice Springs,ASP,Quilpie,ULP,1089
Alice Springs,ASP,Rabbit Flat,RBT,568
Alice Springs,ASP,Ringwood,RWS,108
Alice Springs,ASP,Rockhampton,ROK,1691
Alice Springs,ASP,Rockhampton Downs,RKD,555
Alice Springs,ASP,Roma,RMA,1529
Alice Springs,ASP,Santa Teresa,STJ,61
Alice Springs,ASP,Springvale (W.A.),ZVG,931
Alice Springs,ASP,Sydney,SYD,2022
Alice Springs,ASP,Tamworth,TMW,1857
Alice Springs,ASP,Tempe Downs,TPD,162
Alice Springs,ASP,Tennant Creek,TCA,464
Alice Springs,ASP,Todmordon,TDM,379
Alice Springs,ASP,Townsville,TSV,1425
Alice Springs,ASP,Utopia,UTP,188
Alice Springs,ASP,Vaughan Springs,VNS,352
Alice Springs,ASP,Victoria River Downs,VCD,876
Alice Springs,ASP,Wagga Wagga,WGA,1820
Alice Springs,ASP,Wave Hill,WAV,769
Alice Springs,ASP,Weipa,WEI,1498
Alice Springs,ASP,Williamtown,NTL,2018
Alice Springs,ASP,Willowra,WLW,313
Alice Springs,ASP,Windorah,WNR,905
Alice Springs,ASP,Woomera,WMR,864
Alice Springs,ASP,Wyndham,WYN,1100
Alice Springs,ASP,Yuendumu,YUE,277
Alotau,GUR,Cairns,CNS,883
Alpha,ABH,Barcaldine,BCI,131
Alpha,ABH,Blackwater,BLT,227
Alpha,ABH,Brisbane,BNE,775
Alpha,ABH,Clermont,CMQ,144
Alpha,ABH,Dysart,DYS,215
Alpha,ABH,Emerald,EMD,162
Alpha,ABH,Longreach,LRE,238
Alpha,ABH,Middlemount,MMU,236
Alpha,ABH,Rockhampton,ROK,398
Alpha,ABH,Thangool,THG,416
Alroy Downs,ALD,Brunette Downs,BRU,81
Alroy Downs,ALD,Creswell Downs,CWD,158
Alroy Downs,ALD,Epenarra,EPA,145
Alroy Downs,ALD,Eva Downs,EVA,196
Alroy Downs,ALD,Mallapunyah Springs,MYH,268
Alroy Downs,ALD,Mcarthur River,MHU,324
Alroy Downs,ALD,Mittiebah,MTT,120
Alroy Downs,ALD,Mount Isa,ISA,389
Alroy Downs,ALD,Rockhampton Downs,RKD,99
Alroy Downs,ALD,Tennant Creek,TCA,197
Alton Downs,ALT,Birdsville,BVI,48
Alton Downs,ALT,Clifton Hills,CFH,100
Alton Downs,ALT,Durrie,DRR,140
Alton Downs,ALT,Etadunna,EDA,290
Alton Downs,ALT,Leigh Creek,LGH,501
Alton Downs,ALT,Pandie Pandie,PAD,47
Alton Downs,ALT,Port Augusta,PUG,720
Amata,AMT,Ayers Rock,AYQ,105
Amata,AMT,Coober Pedy,CPD,476
Amata,AMT,Curtin Springs,CSP,102
Amata,AMT,Darwin,DRW,1521
Amata,AMT,Docker River,DRV,251
Amata,AMT,Ernabella,ERN,98
Amata,AMT,Everard Park,EVP,181
Amata,AMT,Fregon,FRG,110
Amata,AMT,Indulkana,IDK,232
Amata,AMT,Macmahons Site,MCC,217
Amata,AMT,Marla,MAR,277
Amata,AMT,Mulga Park,MUP,52
Amata,AMT,Oodnadatta,ODD,451
Amata,AMT,Whyalla,WYA,985
Amberley,ALY,Brisbane,BNE,49
Amberley,AML,Brisbane,BNE,49
Amberley,AML,Sydney,SYD,716
Amberley,AML,Townsville,TSV,1112
Ambon,AMB,Brisbane,BNE,3740
Ambon,AMB,Darwin,DRW,1015
Ambon,AMB,Jakarta,JKT,2368
American River,AMR,Kingscote,KGC,23
American River,AMR,Parndana,PDA,44
American River,AMR,Penneshaw,PEA,16
Ammaroo,AMM,Elkedra,ELK,67
Ammaroo,AMM,Utopia,UTP,88
Amsterdam,AMS,Athens,ATH,2177
Amsterdam,AMS,Bahrain,BAH,4784
Amsterdam,AMS,Bangkok,BKK,9194
Amsterdam,AMS,Belgrade,BEG,1414
Amsterdam,AMS,Bombay,BOM,6871
Amsterdam,AMS,Brisbane,BNE,16219
Amsterdam,AMS,Broome,BME,13445
Amsterdam,AMS,Cairns,CNS,14828
Amsterdam,AMS,Canberra,CBR,16659
Amsterdam,AMS,Cologne,CGN,230
Amsterdam,AMS,Colombo,CMB,8376
Amsterdam,AMS,Damascus,DAM,3294
Amsterdam,AMS,Delhi,DEL,6379
Amsterdam,AMS,Frankfurt,FRA,367
Amsterdam,AMS,London,LON,371
Amsterdam,AMS,Manchester,MAN,488
Amsterdam,AMS,Melbourne,MEL,16552
Amsterdam,AMS,Perth,PER,14165
Amsterdam,AMS,Rome,ROM,1297
Amsterdam,AMS,San Francisco,SFO,8814
Amsterdam,AMS,Singapore,SIN,10525
Amsterdam,AMS,Sydney,SYD,16675
Amsterdam,AMS,Vienna,VIE,960
Andado,ADD,De Rose Hill,DRL,233
Andado,ADD,Finke,FIK,74
Andado,ADD,Mount Dare,MTA,73
Andado,ADD,New Crown,NCS,54
Andado,ADD,Numery,NUE,155
Andado,ADD,Ringwood,RWS,179
Andado,ADD,Santa Teresa,STJ,170
Andado,ADD,Tieyon,TYN,165
Andamooka,ADO,Ayers Rock,AYQ,842
Andamooka,ADO,Billa Kalina,BKL,108
Andamooka,ADO,Birdsville,BVI,548
Andamooka,ADO,Coober Pedy,CPD,281
Andamooka,ADO,Indulkana,IDK,537
Andamooka,ADO,Leigh Creek,LGH,124
Andamooka,ADO,Mount Gunson,MTG,113
Andamooka,ADO,Olympic Dam,OLD,27
Andamooka,ADO,Oodnadatta,ODD,360
Andamooka,ADO,Port Augusta,PUG,237
Andamooka,ADO,Port Pirie,PPI,322
Andamooka,ADO,Whyalla,WYA,294
Andamooka,ADO,Woomera,WMR,85
Angas Downs,ADN,Curtin Springs,CSP,62
Angas Downs,ADN,Tom Price,TPR,1508
Ankara,ANK,Canberra,CBR,14507
Anningie,ANN,Gordon Downs,GOR,588
Anningie,ANN,Mount Denison,MNN,114
Anningie,ANN,Napperby,NPD,86
Anningie,ANN,Narwietooma,NWT,164
Anningie,ANN,Willowra,WLW,82
Annitowa,ANW,Argadargada,ARD,58
Annitowa,ANW,Elkedra,ELK,105
Annitowa,ANW,Jervois,JVS,193
Annitowa,ANW,Lake Nash,LNH,154
Annitowa,ANW,Lucy Creek Station,LUC,143
Annitowa,ANW,Mount Isa,ISA,322
Annitowa,ANW,Murray Downs,MYD,184
Annitowa,ANW,Tennant Creek,TCA,293
Anthony Lagoon,ANL,Borroloola,BOX,231
Anthony Lagoon,ANL,Brunchilly,BNY,148
Anthony Lagoon,ANL,Brunette Downs,BRU,80
Anthony Lagoon,ANL,Calvert Hills,CVH,213
Anthony Lagoon,ANL,Creswell Downs,CWD,40
Anthony Lagoon,ANL,Eva Downs,EVA,72
Anthony Lagoon,ANL,Mallapunyah Springs,MYH,120
Anthony Lagoon,ANL,Mcarthur River,MHU,185
Anthony Lagoon,ANL,Mount Isa,ISA,508
Anthony Lagoon,ANL,Rockhampton Downs,RKD,110
Anthony Lagoon,ANL,Tennant Creek,TCA,229
Anthony Lagoon,ANL,Walhallow,WHL,30
Apia,APW,Auckland,AKL,2893
Apia,APW,Brisbane,BNE,3918
Apia,APW,Melbourne,MEL,5013
Apia,APW,Nadi,NAN,1211
Apia,APW,Norfolk Island,NLK,2673
Apia,APW,Pago Pago,PPG,1867
Apia,APW,Rarotonga,RAR,1532
Apia,APW,Sydney,SYD,4330
Apia,APW,Tongatapu,TBU,719
Aramac,AXC,Blackall,BKQ,163
Aramac,AXC,Brisbane,BNE,933
Aramac,AXC,Longreach,LRE,112
Aramac,AXC,Muttaburra,UTB,84
Aramac,AXC,Rockhampton,ROK,538
Aramac,AXC,Roma,RMA,534
Aramac,AXC,Winton,WIN,232
Ararat,ARA,Essendon,MEB,175
Ararat,ARA,Horsham,HSM,102
Ararat,ARA,Stawell,SWL,35
Archerfield,ARF,Brisbane,BNE,23
Archerfield,ARF,Cherribah,CHR,131
Archerfield,ARF,Gold Coast,OOL,82
Areyonga,ARN,Giles,GLS,417
Areyonga,ARN,Haasts Bluff,HAA,80
Areyonga,ARN,Papunya,PAY,98
Argadargada,ARD,Elkedra,ELK,141
Argadargada,ARD,Epenarra,EPA,201
Argadargada,ARD,Kurundi,KUR,245
Argadargada,ARD,Lake Nash,LNH,150
Argadargada,ARD,Lucy Creek Station,LUC,98
Argadargada,ARD,Mount Isa,ISA,313
Argadargada,ARD,Ooratippra,ORT,67
Argyle,GYL,Broome,BME,677
Argyle,GYL,Darwin,DRW,536
Argyle,GYL,Derby/Curtin,DRB,503
Argyle,GYL,Geraldton,GET,1951
Argyle,GYL,Kalgoorlie,KGI,1725
Argyle,GYL,Karratha,KTA,1312
Argyle,GYL,Kununurra,KNX,99
Argyle,GYL,Meekatharra,MKR,1508
Argyle,GYL,Mount Isa,ISA,1247
Argyle,GYL,Newman,ZNE,1177
Argyle,GYL,Paraburdoo,PBO,1334
Argyle,GYL,Perth,PER,2117
Argyle,GYL,Port Hedland,PHE,1117
Armidale,ARM,Brisbane,BNE,379
Armidale,ARM,Casino,CSI,230
Armidale,ARM,Cessnock,CNK,252
Armidale,ARM,Coffs Harbour,CFS,146
Armidale,ARM,Dubbo,DBO,345
Armidale,ARM,Glen Innes,GLI,95
Armidale,ARM,Gold Coast,OOL,320
Armidale,ARM,Grafton,GFN,161
Armidale,ARM,Gunnedah,GUH,139
Armidale,ARM,Inverell,IVR,84
Armidale,ARM,Kempsey,KPS,127
Armidale,ARM,Lismore,LSY,247
Armidale,ARM,Maroochydore,MCY,459
Armidale,ARM,Melbourne,MEL,1010
Armidale,ARM,Moree,MRZ,206
Armidale,ARM,Narrabri,NAA,174
Armidale,ARM,Oakey,OAK,347
Armidale,ARM,Orange,OAG,395
Armidale,ARM,Port Macquarie,PQQ,156
Armidale,ARM,Stanthorpe,SPE,216
Armidale,ARM,Sydney,SYD,382
Armidale,ARM,Tamworth,TMW,96
Armidale,ARM,Taree,TRO,173
Armidale,ARM,West Maitland,WMD,242
Armidale,ARM,Williamtown,NTL,253
Arrabury,AAB,Betoota,BEO,121
Arrabury,AAB,Birdsville,BVI,192
Arrabury,AAB,Cordillo Downs,ODL,41
Arrabury,AAB,Durham Downs,DHD,94
Arrabury,AAB,Innamincka,INN,115
Arrabury,AAB,Leigh Creek,LGH,504
Arrabury,AAB,Mount Howitt,MHW,125
Arrabury,AAB,Nappa Merrie,NAP,96
Arrabury,AAB,Port Augusta,PUG,722
Arrabury,AAB,Quilpie,ULP,319
Arrabury,AAB,Roseberth,RSB,170
Arrabury,AAB,Tanbar,TNB,128
Arrabury,AAB,Thylungra,THY,250
Athens,ATH,Bahrain,BAH,2835
Athens,ATH,Bangkok,BKK,7933
Athens,ATH,Belgrade,BEG,821
Athens,ATH,Bombay,BOM,5175
Athens,ATH,Brisbane,BNE,15207
Athens,ATH,Brunei,BWN,9788
Athens,ATH,Cairns,CNS,13953
Athens,ATH,Calcutta,CCU,6328
Athens,ATH,Canberra,CBR,15219
Athens,ATH,Cologne,CGN,1948
Athens,ATH,Colombo,CMB,6583
Athens,ATH,Damascus,DAM,1259
Athens,ATH,Darwin,DRW,12360
Athens,ATH,Delhi,DEL,5014
Athens,ATH,Frankfurt,FRA,1811
Athens,ATH,Hong Kong,HKG,8564
Athens,ATH,Karachi,KHI,4330
Athens,ATH,Larnaca,LCA,950
Athens,ATH,London,LON,2421
Athens,ATH,Melbourne,MEL,14941
Athens,ATH,Muscat,MCT,3642
Athens,ATH,Paris,PAR,2102
Athens,ATH,Perth,PER,12297
Athens,ATH,Rome,ROM,1074
Athens,ATH,San Francisco,SFO,10959
Athens,ATH,Singapore,SIN,9069
Athens,ATH,Sydney,SYD,15336
Athens,ATH,Townsville,TSV,14189
Athens,ATH,Vienna,VIE,1278
Athens,ATH,Zurich,ZRH,1633
Atlanta,ATL,Brisbane,BNE,14539
Atlanta,ATL,Cairns,CNS,14709
Atlanta,ATL,Darwin,DRW,15753
Atlanta,ATL,Melbourne,MEL,15604
Atlanta,ATL,Perth,PER,18121
