AIRPORT NAME,CODE,AIRPORT NAME 2,CODE 2,KM
Brampton Island,BMP,Lindeman Island,LIN,46
Brampton Island,BMP,Mackay,MKY,42
Brampton Island,BMP,Proserpine,PPP,83
Brampton Island,BMP,Rockhampton,ROK,312
Brampton Island,BMP,Shute Harbour,SHU,80
Brampton Island,BMP,Townsville,TSV,314
Brasilia,BSB,Canberra,CBR,14076
Brewarrina,BWQ,Brisbane,BNE,680
Brewarrina,BWQ,Burren Junction,BRJ,209
Brewarrina,BWQ,Canberra,CBR,633
Brewarrina,BWQ,Cobar,CAZ,200
Brewarrina,BWQ,Coonamble,CNB,187
Brewarrina,BWQ,Cunnamulla,CMA,245
Brewarrina,BWQ,Dubbo,DBO,300
Brewarrina,BWQ,Goodooga,GDA,114
Brewarrina,BWQ,Lightning Ridge,LRD,127
Brewarrina,BWQ,Moree,MRZ,298
Brewarrina,BWQ,Nyngan,NYN,179
Brewarrina,BWQ,Orange,OAG,438
Brewarrina,BWQ,Parkes,PKE,376
Brewarrina,BWQ,Sydney,SYD,604
Brewarrina,BWQ,Walgett,WGE,126
Brighton Downs,BTD,Davenport Downs,DVP,99
Brighton Downs,BTD,Diamantina Lakes,DYM,61
Brighton Downs,BTD,Longreach,LRE,281
Brighton Downs,BTD,Springvale (Qld.),ZVH,88
Brighton Downs,BTD,Winton,WIN,193
Brisbane,BNE,Broken Hill,BHQ,1237
Brisbane,BNE,Broome,BME,3332
Brisbane,BNE,Brunei,BWN,5452
Brisbane,BNE,Brussels,BRX,16321
Brisbane,BNE,Buenos Aires,BUE,12370
Brisbane,BNE,Bundaberg,BDB,287
Brisbane,BNE,Cairns,CNS,1391
Brisbane,BNE,Caloundra,CUD,65
Brisbane,BNE,Canberra,CBR,956
Brisbane,BNE,Cardiff,CWL,16545
Brisbane,BNE,Casino,CSI,166
Brisbane,BNE,Cessnock,CNK,624
Brisbane,BNE,Charleville,CTL,689
Brisbane,BNE,Charters Towers,CXT,1073
Brisbane,BNE,Cherribah,CHR,154
Brisbane,BNE,Chicago,ORD,14340
Brisbane,BNE,Christchurch,CHC,2500
Brisbane,BNE,Clermont,CMQ,755
Brisbane,BNE,Cleveland,CLE,14840
Brisbane,BNE,Cloncurry,CNJ,1483
Brisbane,BNE,Cobar,CAZ,847
Brisbane,BNE,Coffs Harbour,CFS,326
Brisbane,BNE,Collinsville,KCE,924
Brisbane,BNE,Cooma,OOM,1066
Brisbane,BNE,Cootamundra,CMD,939
Brisbane,BNE,Cowra,CWT,836
Brisbane,BNE,Cudal,CUL,776
Brisbane,BNE,Cunnamulla,CMA,743
Brisbane,BNE,Dalby,DBY,185
Brisbane,BNE,Darwin,DRW,2852
Brisbane,BNE,Denpasar,DPS,4491
Brisbane,BNE,Denver,DEN,12911
Brisbane,BNE,Detroit,DTW,14717
Brisbane,BNE,Devonport,DPO,1650
Brisbane,BNE,Dili,DIL,3575
Brisbane,BNE,Dirranbandi,DRN,500
Brisbane,BNE,Dubbo,DBO,694
Brisbane,BNE,Dunedin,DUD,2555
Brisbane,BNE,Dunwich,DUN,35
Brisbane,BNE,Dysart,DYS,714
Brisbane,BNE,Easter Island,IPC,9339
Brisbane,BNE,Emerald,EMD,653
Brisbane,BNE,Essendon,MEB,1383
Brisbane,BNE,Evans Head,EVD,193
Brisbane,BNE,Frankfurt,FRA,16117
Brisbane,BNE,Fukuoka,FUK,7180
Brisbane,BNE,Gayndah,GAY,247
Brisbane,BNE,Gladstone,GLT,434
Brisbane,BNE,Glasgow,GLA,16211
Brisbane,BNE,Glen Innes,GLI,290
Brisbane,BNE,Gold Coast,OOL,95
Brisbane,BNE,Goondiwindi,GOO,303
Brisbane,BNE,Gove,GOV,2388
Brisbane,BNE,Grafton,GFN,264
Brisbane,BNE,Great Keppel Island,GKL,516
Brisbane,BNE,Guam,GUM,4624
Brisbane,BNE,Guangzhou,CAN,7061
Brisbane,BNE,Gympie,GYM,129
Brisbane,BNE,Hamilton (Nz),HLZ,2379
Brisbane,BNE,Hamilton Island,HTI,888
Brisbane,BNE,Harare,SAY,12012
Brisbane,BNE,Hervey Bay,HVB,231
Brisbane,BNE,Ho Chi Minh City,SGN,6565
Brisbane,BNE,Hobart,HBA,1791
Brisbane,BNE,Hong Kong,HKG,6926
Brisbane,BNE,Honiara,HIR,2124
Brisbane,BNE,Honolulu,HNL,7551
Brisbane,BNE,Hughenden,HGD,1161
Brisbane,BNE,Ingham,IGM,1203
Brisbane,BNE,Injune,INJ,487
Brisbane,BNE,Innisfail,IFL,1313
Brisbane,BNE,Inverell,IVR,338
Brisbane,BNE,Isisford,ISI,938
Brisbane,BNE,Jackson,JAK,1058
Brisbane,BNE,Jakarta,JKT,5414
Brisbane,BNE,Johannesburg,JNB,11662
Brisbane,BNE,Kalgoorlie,KGI,3095
Brisbane,BNE,Karratha,KTA,3757
Brisbane,BNE,Katherine/Tindal,KTR,2580
Brisbane,BNE,Kempsey,KPS,410
Brisbane,BNE,Kingaroy,KRY,155
Brisbane,BNE,Kuala Lumpur,KUL,6482
Brisbane,BNE,Launceston,LST,1664
Brisbane,BNE,Lightning Ridge,LRD,553
Brisbane,BNE,Lismore,LSY,161
Brisbane,BNE,London,LON,16561
Brisbane,BNE,Longreach,LRE,991
Brisbane,BNE,Lord Howe Island,LDH,740
Brisbane,BNE,Los Angeles,LAX,11539
Brisbane,BNE,Mackay,MKY,797
Brisbane,BNE,Malta,MLA,16032
Brisbane,BNE,Manchester,MAN,16509
Brisbane,BNE,Mangalore,MML,1294
Brisbane,BNE,Manila,MNL,5800
Brisbane,BNE,Maroochydore,MCY,87
Brisbane,BNE,Marree,MRE,1493
Brisbane,BNE,Maryborough,MBH,212
Brisbane,BNE,Melbourne,MEL,1381
Brisbane,BNE,Miami,MIA,14757
Brisbane,BNE,Middlemount,MMU,676
Brisbane,BNE,Milan,MIL,16270
Brisbane,BNE,Mitchell,MTQ,523
Brisbane,BNE,Monto,MNQ,342
Brisbane,BNE,Moomba,MOO,1276
Brisbane,BNE,Moranbah,MOV,780
Brisbane,BNE,Moree,MRZ,397
Brisbane,BNE,Mount Hotham,MHT,1204
Brisbane,BNE,Mount Isa,ISA,1573
Brisbane,BNE,Mungindi,MGI,435
Brisbane,BNE,Muscat,MCT,11642
Brisbane,BNE,Muttaburra,UTB,1017
Brisbane,BNE,Nadi,NAN,2715
Brisbane,BNE,Nagoya,NGO,7159
Brisbane,BNE,Narrabri,NAA,458
Brisbane,BNE,Nauru,INU,3324
Brisbane,BNE,New York,NYC,15521
Brisbane,BNE,Noosa,NSH,111
Brisbane,BNE,Norfolk Island,NLK,1465
Brisbane,BNE,Noumea,NOU,1452
Brisbane,BNE,Oakey,OAK,136
Brisbane,BNE,Orange,OAG,769
Brisbane,BNE,Orchid Beach,ORC,270
Brisbane,BNE,Osaka,OSA,7148
Brisbane,BNE,Osaka/Kansai,KIX,7115
Brisbane,BNE,Pago Pago,PPG,2331
Brisbane,BNE,Palmerston,PMR,2518
Brisbane,BNE,Papeete,PPT,5945
Brisbane,BNE,Paris,PAR,16552
Brisbane,BNE,Perth,PER,3615
Brisbane,BNE,Phoenix,PHX,12064
Brisbane,BNE,Phuket,HKT,7094
Brisbane,BNE,Port Hedland,PHE,3586
Brisbane,BNE,Port Macquarie,PQQ,451
Brisbane,BNE,Port Moresby,POM,2086
Brisbane,BNE,Port Vila,VLI,1895
Brisbane,BNE,Proserpine,PPP,895
Brisbane,BNE,Queenstown (Nz),ZQN,2402
Brisbane,BNE,Quilpie,ULP,884
Brisbane,BNE,Rarotonga,RAR,4802
Brisbane,BNE,Richmond,RCM,1258
Brisbane,BNE,Rio Gallegos,RGL,10332
Brisbane,BNE,Rockhampton,ROK,518
Brisbane,BNE,Roma,RMA,441
Brisbane,BNE,Rome,ROM,16148
Brisbane,BNE,Saint George,SGO,452
Brisbane,BNE,San Francisco,SFO,11381
Brisbane,BNE,Santiago,SCL,11851
Brisbane,BNE,Sapporo,SPK,7882
Brisbane,BNE,Sendai,SDJ,7385
Brisbane,BNE,Seoul,SEL,7716
Brisbane,BNE,Shanghai,SHA,7327
Brisbane,BNE,Sharjah,SHJ,11976
Brisbane,BNE,Singapore,SIN,6148
Brisbane,BNE,Stanthorpe,SPE,176
Brisbane,BNE,Suva,SUV,2805
Brisbane,BNE,Sydney,SYD,753
Brisbane,BNE,Taipei,TPE,6755
Brisbane,BNE,Tamworth,TMW,467
Brisbane,BNE,Tara,TRA,262
Brisbane,BNE,Taree,TRO,504
Brisbane,BNE,Taroom,TAM,366
Brisbane,BNE,Tenterfield,TNT,213
Brisbane,BNE,Thangool,THG,409
Brisbane,BNE,Thargomindah,XTG,920
Brisbane,BNE,Theodore,TDR,403
Brisbane,BNE,Thursday Island,TIS,2183
Brisbane,BNE,Tokyo,TYO,7138
Brisbane,BNE,Toledo,TOL,14678
Brisbane,BNE,Tongatapu,TBU,3442
Brisbane,BNE,Toowoomba,TWB,120
Brisbane,BNE,Toronto,YYZ,15017
Brisbane,BNE,Townsville,TSV,1112
Brisbane,BNE,Vancouver,YVR,11848
Brisbane,BNE,Vienna,VIE,15650
Brisbane,BNE,Wagga Wagga,WGA,1018
Brisbane,BNE,Walgett,WGE,570
Brisbane,BNE,Warwick,WCK,144
Brisbane,BNE,Washington,WAS,15213
Brisbane,BNE,Weipa,WEI,2007
Brisbane,BNE,Wellington,WLG,2514
Brisbane,BNE,West Maitland,WMD,611
Brisbane,BNE,Whyalla,WYA,1627
Brisbane,BNE,Williamtown,NTL,614
Brisbane,BNE,Windorah,WNR,1065
Brisbane,BNE,Winton,WIN,1156
Brisbane,BNE,Wondai,WNI,175
Brisbane,BNE,Woomera,WMR,1637
Brisbane,BNE,Zurich,ZRH,16239
Broken Hill,BHQ,Canberra,CBR,805
Broken Hill,BHQ,Casino,CSI,1165
Broken Hill,BHQ,Cobar,CAZ,413
Broken Hill,BHQ,Coober Pedy,CPD,727
Broken Hill,BHQ,Cooma,OOM,841
Broken Hill,BHQ,Dubbo,DBO,671
Broken Hill,BHQ,Essendon,MEB,710
Broken Hill,BHQ,Gold Coast,OOL,1235
Broken Hill,BHQ,Griffith,GFF,497
Broken Hill,BHQ,Kingscote,KGC,551
Broken Hill,BHQ,Leigh Creek,LGH,329
Broken Hill,BHQ,Melbourne,MEL,702
Broken Hill,BHQ,Mildura,MQL,254
Broken Hill,BHQ,Moomba,MOO,450
Broken Hill,BHQ,Mount Isa,ISA,1275
Broken Hill,BHQ,Narrandera,NRA,557
Broken Hill,BHQ,Nyngan,NYN,545
Broken Hill,BHQ,Olympic Dam,OLD,470
Broken Hill,BHQ,Oodnadatta,ODD,763
Broken Hill,BHQ,Parkes,PKE,648
Broken Hill,BHQ,Perth,PER,2405
Broken Hill,BHQ,Port Pirie,PPI,354
Broken Hill,BHQ,Renmark,REN,255
Broken Hill,BHQ,Sydney,SYD,932
Broken Hill,BHQ,Tamworth,TMW,896
Broken Hill,BHQ,Thargomindah,XTG,500
Broken Hill,BHQ,Tibooburra,TIB,289
Broken Hill,BHQ,Wagga Wagga,WGA,658
Broken Hill,BHQ,Walgett,WGE,671
Broken Hill,BHQ,White Cliffs,WHC,199
Broken Hill,BHQ,Whyalla,WYA,390
Broken Hill,BHQ,Wilcannia,WCA,189
Broken Hill,BHQ,Williamtown,NTL,979
Broome,BME,Brunei,BWN,2664
Broome,BME,Cairns,CNS,2500
Broome,BME,Camballin,CBL,205
Broome,BME,Canberra,CBR,3287
Broome,BME,Carnarvon,CVQ,1174
Broome,BME,Christmas Island,CXM,1968
Broome,BME,Christmas Island,XCH,1968
Broome,BME,Cockatoo Island,CTK,226
Broome,BME,Darwin,DRW,1113
Broome,BME,Denpasar,DPS,1275
Broome,BME,Derby/Curtin,DRB,174
Broome,BME,Exmouth,EXM,964
Broome,BME,Fitzroy Crossing,FIZ,353
Broome,BME,Frankfurt,FRA,13219
Broome,BME,Geraldton,GET,1429
Broome,BME,Gove,GOV,1689
Broome,BME,Halls Creek,HCQ,576
Broome,BME,Hobart,HBA,3652
Broome,BME,Jakarta,JKT,2112
Broome,BME,Kalgoorlie,KGI,1429
Broome,BME,Karratha,KTA,651
Broome,BME,Katherine/Tindal,KTR,1149
Broome,BME,Koolan Island,KNL,259
Broome,BME,Kuala Lumpur,KUL,3259
Broome,BME,Kununurra,KNX,731
Broome,BME,Kupang,KOE,877
Broome,BME,Learmonth,LEA,976
Broome,BME,London,LON,13816
Broome,BME,Meekatharra,MKR,1034
Broome,BME,Melbourne,MEL,3109
Broome,BME,Mount Isa,ISA,1838
Broome,BME,Newman,ZNE,658
Broome,BME,Paraburdoo,PBO,745
Broome,BME,Penang,PEN,3531
Broome,BME,Perth,PER,1677
Broome,BME,Port Hedland,PHE,466
Broome,BME,Rome,ROM,12976
Broome,BME,Singapore,SIN,2931
Broome,BME,Surabaya,SUB,1559
Broome,BME,Sydney,SYD,3382
Broome,BME,Talgarno,TGO,165
Broome,BME,Telfer,TFR,419
Broome,BME,Urapunga,UPG,1365
Broome,BME,Vienna,VIE,12646
Broome,BME,Wittenoom,WIT,625
Broome,BME,Wyndham,WYN,687
Brunchilly,BNY,Brunette Downs,BRU,158
Brunchilly,BNY,Creswell Downs,CWD,184
Brunchilly,BNY,Mallapunyah Springs,MYH,253
Brunchilly,BNY,Rockhampton Downs,RKD,78
Brunchilly,BNY,Tennant Creek,TCA,90
Brunei,BWN,Darwin,DRW,2612
Brunei,BWN,Melbourne,MEL,5656
Brunei,BWN,Perth,PER,4097
Brunei,BWN,Sydney,SYD,5759
Brunette Downs,BRU,Calvert Hills,CVH,218
Brunette Downs,BRU,Camooweal,CMW,270
Brunette Downs,BRU,Creswell Downs,CWD,77
Brunette Downs,BRU,Eva Downs,EVA,134
Brunette Downs,BRU,Groote Eylandt,GTE,521
Brunette Downs,BRU,Lake Nash,LNH,333
Brunette Downs,BRU,Mallapunyah Springs,MYH,186
Brunette Downs,BRU,Mcarthur River,MHU,244
Brunette Downs,BRU,Mittiebah,MTT,113
Brunette Downs,BRU,Mount Isa,ISA,435
Brunette Downs,BRU,Narwietooma,NWT,615
Brunette Downs,BRU,Robinson River,RBR,238
Brunette Downs,BRU,Rockhampton Downs,RKD,86
Brunette Downs,BRU,Tennant Creek,TCA,215
Brunette Downs,BRU,Walhallow,WHL,100
Brunette Downs,BRU,Wollogorang,WOR,261
Brussels,BRX,Canberra,CBR,16728
Brussels,BRX,Melbourne,MEL,16601
Brussels,BRX,Sydney,SYD,16754
Buenos Aires,BUE,Cairns,CNS,13749
Buenos Aires,BUE,Darwin,DRW,14701
Buenos Aires,BUE,London,LON,11133
Buenos Aires,BUE,Melbourne,MEL,11633
Buenos Aires,BUE,Perth,PER,12603
Buenos Aires,BUE,Rio Gallegos,RGL,2059
Buenos Aires,BUE,Sydney,SYD,11798
Bulimba,BIP,Cairns,CNS,242
Bulimba,BIP,Chillagoe,LLG,115
Bulimba,BIP,Cooktown,CTN,242
Bulimba,BIP,Croydon,CDQ,198
Bulimba,BIP,Drumduff,DFP,105
Bulimba,BIP,Georgetown,GTT,158
Bulimba,BIP,Highbury,HIG,63
Bulimba,BIP,Normanton,NTN,272
Bulimba,BIP,Richmond,ABG,86
Bulimba,BIP,Torwood,TWP,62
Bulimba,BIP,Wrotham Park,WPK,60
Bullo River Valley,BVY,Carlton Hill,CLT,133
Bullo River Valley,BVY,Derby/Curtin,DRB,676
Bullo River Valley,BVY,Gibb River,GBV,371
Bullo River Valley,BVY,Katherine/Tindal,KTR,300
Bullo River Valley,BVY,Kildurk,KIL,108
Bullo River Valley,BVY,Kununurra,KNX,119
Bullo River Valley,BVY,Legune,LGU,44
Bullo River Valley,BVY,Port Keats,PKT,138
Bullo River Valley,BVY,Victoria River Downs,VCD,168
Bullo River Valley,BVY,Wyndham,WYN,173
Bunbury,BUN,Esperance,EPR,571
Bunbury,BUN,Perth,PER,162
Bundaberg,BDB,Cairns,CNS,1122
Bundaberg,BDB,Canberra,CBR,1194
Bundaberg,BDB,Casino,CSI,448
Bundaberg,BDB,Clermont,CMQ,534
Bundaberg,BDB,Dalby,DBY,271
Bundaberg,BDB,Dysart,DYS,476
Bundaberg,BDB,Emerald,EMD,446
Bundaberg,BDB,Gayndah,GAY,105
Bundaberg,BDB,Gladstone,GLT,160
Bundaberg,BDB,Gold Coast,OOL,381
Bundaberg,BDB,Gympie,GYM,158
Bundaberg,BDB,Hervey Bay,HVB,73
Bundaberg,BDB,Innisfail,IFL,1045
Bundaberg,BDB,Kingaroy,KRY,192
Bundaberg,BDB,Mackay,MKY,525
Bundaberg,BDB,Maroochydore,MCY,204
Bundaberg,BDB,Maryborough,MBH,79
Bundaberg,BDB,Monto,MNQ,122
Bundaberg,BDB,Moranbah,MOV,535
Bundaberg,BDB,Noosa,NSH,183
Bundaberg,BDB,Proserpine,PPP,624
Bundaberg,BDB,Rockhampton,ROK,252
Bundaberg,BDB,Sydney,SYD,1011
Bundaberg,BDB,Thangool,THG,182
Bundaberg,BDB,Toowoomba,TWB,297
Bundaberg,BDB,Townsville,TSV,850
Bundaberg,BDB,Williamtown,NTL,878
Burketown,BUC,Cairns,CNS,668
Burketown,BUC,Cloncurry,CNJ,340
Burketown,BUC,Croydon,CDQ,293
Burketown,BUC,Delta Downs,DDN,207
Burketown,BUC,Doomadgee,DMD,79
Burketown,BUC,Inkerman,IKP,261
Burketown,BUC,Karumba,KRB,142
Burketown,BUC,Lawn Hill,LWH,132
Burketown,BUC,Lorraine,LOA,143
Burketown,BUC,Miranda Downs,MNA,257
Burketown,BUC,Mornington Island,ONG,126
Burketown,BUC,Mount Isa,ISA,324
Burketown,BUC,Normanton,NTN,163
Burnie,WNY,Canberra,CBR,702
Burnie,WNY,Cape Barren Island,CBI,203
Burnie,WNY,Devonport,DPO,62
Burnie,WNY,Essendon,MEB,371
Burnie,WNY,Flinders Island,FLS,216
Burnie,WNY,Geelong,GEE,331
Burnie,WNY,Hamilton,HLT,489
Burnie,WNY,Hobart,HBA,252
Burnie,WNY,King Island,KNS,201
Burnie,WNY,Launceston,LST,138
Burnie,WNY,Melbourne,MEL,378
Burnie,WNY,Moorabbin,MBW,341
Burnie,WNY,Phillip Island,PID,277
Burnie,WNY,Queenstown,UEE,121
Burnie,WNY,Smithton,SIO,57
Burnie,WNY,Strahan,SRN,134
Burnie,WNY,Sydney,SYD,920
Burnie,WNY,Tyabb,TYA,310
Burnie,WNY,Warrnambool,WMB,412
Burren Junction,BRJ,Collarenebri,CLI,80
Burren Junction,BRJ,Coonamble,CNB,109
Burren Junction,BRJ,Dubbo,DBO,232
Burren Junction,BRJ,Goodooga,GDA,196
Burren Junction,BRJ,Sydney,SYD,470
Burren Junction,BRJ,Walgett,WGE,84
Busselton,BQB,Geraldton,GET,546
Busselton,BQB,Margaret River,MGR,35
Busselton,BQB,Margaret River Stn,MGV,2029
Busselton,BQB,Perth,PER,202
Butterworth,BWH,Singapore,SIN,604
Butterworth,BWH,Sydney,SYD,6899
Cairns,CNS,Canberra,CBR,2075
Cairns,CNS,Century Mine,CNY,775
Cairns,CNS,Charleville,CTL,1059
Cairns,CNS,Charters Towers,CXT,355
Cairns,CNS,Chicago,ORD,14249
Cairns,CNS,Chillagoe,LLG,133
Cairns,CNS,Christchurch,CHC,3888
Cairns,CNS,Clermont,CMQ,682
Cairns,CNS,Cloncurry,CNJ,695
Cairns,CNS,Coconut Island,CNI,812
Cairns,CNS,Coen,CUQ,448
Cairns,CNS,Cooktown,CTN,171
Cairns,CNS,Croydon,CDQ,400
Cairns,CNS,Darnley Island,DNY,839
Cairns,CNS,Daru,DAU,909
Cairns,CNS,Darwin,DRW,1677
Cairns,CNS,Dauan Island,DUI,900
Cairns,CNS,Delta Downs,DDN,473
Cairns,CNS,Denpasar,DPS,3436
Cairns,CNS,Devonport,DPO,2699
Cairns,CNS,Dili,DIL,2379
Cairns,CNS,Dixie,DXD,317
Cairns,CNS,Doomadgee,DMD,746
Cairns,CNS,Dorunda,DOR,422
Cairns,CNS,Dunbar,DNB,370
Cairns,CNS,Dunk Island,DKI,124
Cairns,CNS,Durrie,DRR,1126
Cairns,CNS,Edward River,EDR,495
Cairns,CNS,Einasleigh,EIH,253
Cairns,CNS,Emerald,EMD,784
Cairns,CNS,Frankfurt,FRA,14732
Cairns,CNS,Fukuoka,FUK,5834
Cairns,CNS,Gamboola,GBP,225
Cairns,CNS,Georgetown,GTT,284
Cairns,CNS,Gladstone,GLT,963
Cairns,CNS,Gold Coast,OOL,1484
Cairns,CNS,Gove,GOV,1090
Cairns,CNS,Groote Eylandt,GTE,1048
Cairns,CNS,Guam,GUM,3372
Cairns,CNS,Hamilton Island,HTI,512
Cairns,CNS,Harare,SAY,11903
Cairns,CNS,Heathlands,HAT,664
Cairns,CNS,Highbury,HIG,283
Cairns,CNS,Ho Chi Minh City,SGN,5289
Cairns,CNS,Hobart,HBA,2889
Cairns,CNS,Hong Kong,HKG,5545
Cairns,CNS,Honiara,HIR,1757
Cairns,CNS,Honolulu,HNL,7466
Cairns,CNS,Hope Vale,HPV,189
Cairns,CNS,Hughenden,HGD,465
Cairns,CNS,Iffley,IFF,530
Cairns,CNS,Ingham,IGM,202
Cairns,CNS,Inkerman,IKP,465
Cairns,CNS,Innisfail,IFL,80
Cairns,CNS,Iron Range,IRG,526
Cairns,CNS,Jabiru,JAB,1462
Cairns,CNS,Jakarta,JKT,4390
Cairns,CNS,Johannesburg,JNB,11762
Cairns,CNS,Julia Creek,JCK,598
Cairns,CNS,Kalgoorlie,KGI,2906
Cairns,CNS,Kalinga,KLG,277
Cairns,CNS,Kalpowar,KPP,275
Cairns,CNS,Karumba,KRB,527
Cairns,CNS,Katherine/Tindal,KTR,1457
Cairns,CNS,Kieta,KIE,1599
Cairns,CNS,Koolatah,KOH,370
Cairns,CNS,Kowanyama,KWN,456
Cairns,CNS,Kuala Lumpur,KUL,5341
Cairns,CNS,Kubin Village,KBV,828
Cairns,CNS,Lae,LAE,1150
Cairns,CNS,Lakefield,LFP,274
Cairns,CNS,Larnaca,LCA,13076
Cairns,CNS,Launceston,LST,2744
Cairns,CNS,Laura,LUU,204
Cairns,CNS,Laura Station,LUT,221
Cairns,CNS,Lizard Island,LZR,247
Cairns,CNS,London,LON,15171
Cairns,CNS,Los Angeles,LAX,11580
Cairns,CNS,Mabuiag Island,MAB,861
Cairns,CNS,Mackay,MKY,597
Cairns,CNS,Manchester,MAN,15125
Cairns,CNS,Manila,MNL,4420
Cairns,CNS,Mareeba,MBA,41
Cairns,CNS,Maroochydore,MCY,1318
Cairns,CNS,Maryborough,MBH,1199
Cairns,CNS,Mcarthur River,MHU,1033
Cairns,CNS,Melbourne,MEL,2311
Cairns,CNS,Merluna,MLV,552
Cairns,CNS,Miranda Downs,MNA,411
Cairns,CNS,Moranbah,MOV,625
Cairns,CNS,Moreton,MET,595
Cairns,CNS,Mornington Island,ONG,703
Cairns,CNS,Mount Hagen,HGU,1237
Cairns,CNS,Mount Isa,ISA,782
Cairns,CNS,Murray Island,MYI,796
Cairns,CNS,Musgrave (Qld.),MUS,337
Cairns,CNS,Nadi,NAN,3367
Cairns,CNS,Nagoya,NGO,5862
Cairns,CNS,New York,NYC,15420
Cairns,CNS,Normanton,NTN,506
Cairns,CNS,Noumea,NOU,2221
Cairns,CNS,Osaka,OSA,5839
Cairns,CNS,Osaka/Kansai,KIX,5803
Cairns,CNS,Pago Pago,PPG,2690
Cairns,CNS,Palm Island,PLM,224
Cairns,CNS,Papeete,PPT,6839
Cairns,CNS,Paris,PAR,15163
Cairns,CNS,Perth,PER,3436
Cairns,CNS,Phosphate Hill,PHH,821
Cairns,CNS,Port Hedland,PHE,2885
Cairns,CNS,Port Moresby,POM,841
Cairns,CNS,Port Vila,VLI,2399
Cairns,CNS,Proserpine,PPP,498
Cairns,CNS,Queenstown (Nz),ZQN,3792
Cairns,CNS,Rarotonga,RAR,5725
Cairns,CNS,Richmond,ABG,284
Cairns,CNS,Richmond,RCM,507
Cairns,CNS,Robin Hood,XRH,307
Cairns,CNS,Rockhampton,ROK,874
Cairns,CNS,Rokeby,RKY,488
Cairns,CNS,Rome,ROM,14828
Cairns,CNS,Rosella Plains,RSL,219
Cairns,CNS,Rutland Plains,RTP,441
Cairns,CNS,Saibai Island,XSB,900
Cairns,CNS,Saint Pauls Mission,SPM,830
Cairns,CNS,San Francisco,SFO,11310
Cairns,CNS,Santiago,SCL,13240
Cairns,CNS,Sapporo,SPK,6641
Cairns,CNS,Seattle,SEA,11532
Cairns,CNS,Seoul,SEL,6362
Cairns,CNS,Shanghai,SHA,5942
Cairns,CNS,Shute Harbour,SHU,492
Cairns,CNS,Singapore,SIN,5012
Cairns,CNS,Stephens Island,SPH,854
Cairns,CNS,Sue Island,XSI,804
Cairns,CNS,Suva,SUV,3482
Cairns,CNS,Sydney,SYD,1971
Cairns,CNS,Taipei,TPE,5365
Cairns,CNS,Tamworth,TMW,1659
Cairns,CNS,Tennant Creek,TCA,1261
Cairns,CNS,Thangool,THG,983
Cairns,CNS,Thursday Island,TIS,793
Cairns,CNS,Timika,TIM,1679
Cairns,CNS,Tokyo,TYO,5873
Cairns,CNS,Toledo,TOL,14591
Cairns,CNS,Tongatapu,TBU,4256
Cairns,CNS,Toronto,YYZ,14846
Cairns,CNS,Torwood,TWP,219
Cairns,CNS,Townsville,TSV,284
Cairns,CNS,Vancouver,YVR,11502
Cairns,CNS,Vanrook,VNR,405
Cairns,CNS,Weipa,WEI,623
Cairns,CNS,Wellington,WLG,3885
Cairns,CNS,Williamtown,NTL,1870
Cairns,CNS,Wrotham Park,WPK,189
Cairns,CNS,Yam Island,YAM,840
Cairns,CNS,Yorke Island,OKR,833
Cairns,CNS,Zurich,ZRH,14864
Cairo,CAI,Canberra,CBR,14271
Cairo,CAI,Sydney,SYD,14414
Calcutta,CCU,Sydney,SYD,9140
Caloundra,CUD,Emerald,EMD,612
Caloundra,CUD,Gold Coast,OOL,157
Caloundra,CUD,Gympie,GYM,70
Caloundra,CUD,Hervey Bay,HVB,166
Caloundra,CUD,Maroochydore,MCY,22
Caloundra,CUD,Maryborough,MBH,148
Caloundra,CUD,Noosa,NSH,46
Caloundra,CUD,Orchid Beach,ORC,206
Caloundra,CUD,Thangool,THG,360
Calvert Hills,CVH,Creswell Downs,CWD,174
Calvert Hills,CVH,Eva Downs,EVA,279
Calvert Hills,CVH,Kiana,KNA,143
Calvert Hills,CVH,Mainoru,MNU,495
Calvert Hills,CVH,Mallapunyah Springs,MYH,170
Calvert Hills,CVH,Mcarthur River,MHU,160
Calvert Hills,CVH,Redbank Mine,RBM,44
Calvert Hills,CVH,Robinson River,RBR,70
Calvert Hills,CVH,Roper Bar,RRB,409
Calvert Hills,CVH,Tennant Creek,TCA,430
Calvert Hills,CVH,Wollogorang,WOR,60
Camballin,CBL,Derby/Curtin,DRB,56
Cambridge,CBG,Flinders Island,FLS,308
Cambridge,CBG,Launceston,LST,144
Camden,XCN,Canberra,CBR,196
Camden,XCN,Sydney,SYD,46
Camfield,CFI,Cattle Creek,CTR,69
Camfield,CFI,Hooker Creek,HOK,163
Camfield,CFI,Katherine/Tindal,KTR,299
Camfield,CFI,Kununurra,KNX,312
Camfield,CFI,Limbunya,LIM,155
Camfield,CFI,Montejinnie,MTJ,56
Camfield,CFI,Timber Creek,TBR,182
Camfield,CFI,Victoria River Downs,VCD,77
Camp B,XCA,Coober Pedy,CPD,58
Camp Nifty,CNF,Port Hedland,PHE,339
Camp Nifty,CNF,Telfer,TFR,67
Camp Nifty,CNF,Woodie Woodie,WWI,37
Canberra,CBR,Cape Town,CPT,10785
Canberra,CBR,Casino,CSI,802
Canberra,CBR,Cobar,CAZ,525
